id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/pull/6897:98,performance,error,error,98,"Fix autoloading for the `namespace ROOT::Internal::RDF::GraphDrawing`; . This fixes the following error when running (for example) tmva004_RStandardScaler.C:. ```. IncrementalExecutor::executeFunction: symbol '?AddDefinesToGraph@GraphDrawing@RDF@Internal@ROOT@@YA?AV?$shared_ptr@VGraphNode@GraphDrawing@RDF@Internal@ROOT@@@std@@V56@ABVRBookedDefines@234@ABV?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@6@@Z' unresolved while linking function '??__Eid@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@2V0locale@2@A@YAXXZcling_module_12_'! You are probably missing the definition of class std::shared_ptr<class ROOT::Internal::RDF::GraphDrawing::GraphNode> __cdecl ROOT::Internal::RDF::GraphDrawing::AddDefinesToGraph(class std::shared_ptr<class ROOT::Internal::RDF::GraphDrawing::GraphNode>,class ROOT::Internal::RDF::RBookedDefines const &,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &). Maybe you need to load the corresponding shared library? ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6897
https://github.com/root-project/root/pull/6898:316,modifiability,exten,extended,316,Fix implementation of RooSimultaneous::extendMode(); For returning the extend mode examine all the pdf in the list and. flag as CanExtend or MustExtend if just one of the pdf can be extended. Fix also passing the extended flags when creating the sub-NLL in RooNLLVar::create(). If one of the sim component cannot be extended then switch off the extended flag for that component. Before it was passed for all components. This fixes issue #6894,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6898
https://github.com/root-project/root/pull/6898:345,modifiability,exten,extended,345,Fix implementation of RooSimultaneous::extendMode(); For returning the extend mode examine all the pdf in the list and. flag as CanExtend or MustExtend if just one of the pdf can be extended. Fix also passing the extended flags when creating the sub-NLL in RooNLLVar::create(). If one of the sim component cannot be extended then switch off the extended flag for that component. Before it was passed for all components. This fixes issue #6894,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6898
https://github.com/root-project/root/pull/6898:368,modifiability,compon,component,368,Fix implementation of RooSimultaneous::extendMode(); For returning the extend mode examine all the pdf in the list and. flag as CanExtend or MustExtend if just one of the pdf can be extended. Fix also passing the extended flags when creating the sub-NLL in RooNLLVar::create(). If one of the sim component cannot be extended then switch off the extended flag for that component. Before it was passed for all components. This fixes issue #6894,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6898
https://github.com/root-project/root/pull/6898:408,modifiability,compon,components,408,Fix implementation of RooSimultaneous::extendMode(); For returning the extend mode examine all the pdf in the list and. flag as CanExtend or MustExtend if just one of the pdf can be extended. Fix also passing the extended flags when creating the sub-NLL in RooNLLVar::create(). If one of the sim component cannot be extended then switch off the extended flag for that component. Before it was passed for all components. This fixes issue #6894,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6898
https://github.com/root-project/root/pull/6899:10,deployability,Updat,Update,10,[skip-ci] Update Vincenzo's credits and mention RMergeableValue in 6.…; …24 relnotes,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6899
https://github.com/root-project/root/pull/6899:10,safety,Updat,Update,10,[skip-ci] Update Vincenzo's credits and mention RMergeableValue in 6.…; …24 relnotes,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6899
https://github.com/root-project/root/pull/6899:10,security,Updat,Update,10,[skip-ci] Update Vincenzo's credits and mention RMergeableValue in 6.…; …24 relnotes,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6899
https://github.com/root-project/root/issues/6900:713,usability,user,user-images,713,"mathmore: invalid roots for a quartic polynomial; trying to find the roots of the following polynomial:. ```. a x^4 + b x^3 + c x^2 + d x + e = 0. a = 2.2206846808021337. b = 7.643281053997895. c = 8.831759446092846 . d = 3.880673545129404. e = 0.5724551380144077. ```. I get the following roots:. ```python. >>> import ROOT. >>> list(ROOT.Math.Polynomial(. 2.2206846808021337, 7.643281053997895,. 8.831759446092846, 3.880673545129404,. 0.5724551380144077).FindRoots()). [(-0.8609914206605772+0j),. (-0.8609285681365977+0j),. (-0.8599689425356434-3.142626022335893e-05j),. (-0.8599689425356434+3.142626022335893e-05j)]. ```. plotting that polynomial, we can easily notice the roots are incorrect:. ![foo](https://user-images.githubusercontent.com/1070920/100767354-f417b600-33f9-11eb-9181-8ea00b68203e.png). using `numpy.roots` (which is using a companion matrix):. ```python. >>> import numpy as np. >>> np.roots([. 2.2206846808021337, 7.643281053997895,. 8.831759446092846, 3.880673545129404,. 0.5724551380144077]). array([-1.34283005+0.00000000e+00j, -1.34282804+0.00000000e+00j,. -0.37809989+1.00708006e-06j, -0.37809989-1.00708006e-06j]). ```. we do get saner values.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6900
https://github.com/root-project/root/pull/6901:34,availability,cluster,cluster,34,[TreeProcMT] Minor improvement to cluster boundaries merging logic;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6901
https://github.com/root-project/root/pull/6901:34,deployability,cluster,cluster,34,[TreeProcMT] Minor improvement to cluster boundaries merging logic;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6901
https://github.com/root-project/root/pull/6901:61,deployability,log,logic,61,[TreeProcMT] Minor improvement to cluster boundaries merging logic;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6901
https://github.com/root-project/root/pull/6901:61,safety,log,logic,61,[TreeProcMT] Minor improvement to cluster boundaries merging logic;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6901
https://github.com/root-project/root/pull/6901:61,security,log,logic,61,[TreeProcMT] Minor improvement to cluster boundaries merging logic;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6901
https://github.com/root-project/root/pull/6901:61,testability,log,logic,61,[TreeProcMT] Minor improvement to cluster boundaries merging logic;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/6901
https://github.com/root-project/root/issues/6903:230,availability,Error,Error,230,Builtin TBB is broken on MacOS M1; - [x] Checked for duplicates. ### Describe the bug. Builtin TBB has broken on MacOS M1 (reported [here](https://root-forum.cern.ch/t/help-on-compile-root-on-new-arm-macbook/42495/7)). ```. CMake Error at /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-Release.cmake:49 (message):. Command failed: 2. ‘make’ ‘compiler=clang’ ‘cpp0x=1’ ‘CXXFLAGS= -mno-rtm -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’ ‘CPLUS=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/c++’ ‘CONLY=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/cc’ ‘LDFLAGS= -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’. See also. /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-*.log. make[2]: *** [TBB-prefix/src/TBB-stamp/TBB-build] Error 1. make[1]: *** [CMakeFiles/TBB.dir/all] Error 2. make: *** [all] Error [2](url). ```. with:. ```. unknown/unsupported architecture name for: -arch armv4t. ```. ### Available patch. https://github.com/oneapi-src/oneTBB/pull/258. ### Setup. ROOT on MacOS M1.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6903
https://github.com/root-project/root/issues/6903:962,availability,Error,Error,962,Builtin TBB is broken on MacOS M1; - [x] Checked for duplicates. ### Describe the bug. Builtin TBB has broken on MacOS M1 (reported [here](https://root-forum.cern.ch/t/help-on-compile-root-on-new-arm-macbook/42495/7)). ```. CMake Error at /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-Release.cmake:49 (message):. Command failed: 2. ‘make’ ‘compiler=clang’ ‘cpp0x=1’ ‘CXXFLAGS= -mno-rtm -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’ ‘CPLUS=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/c++’ ‘CONLY=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/cc’ ‘LDFLAGS= -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’. See also. /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-*.log. make[2]: *** [TBB-prefix/src/TBB-stamp/TBB-build] Error 1. make[1]: *** [CMakeFiles/TBB.dir/all] Error 2. make: *** [all] Error [2](url). ```. with:. ```. unknown/unsupported architecture name for: -arch armv4t. ```. ### Available patch. https://github.com/oneapi-src/oneTBB/pull/258. ### Setup. ROOT on MacOS M1.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6903
https://github.com/root-project/root/issues/6903:1009,availability,Error,Error,1009,Builtin TBB is broken on MacOS M1; - [x] Checked for duplicates. ### Describe the bug. Builtin TBB has broken on MacOS M1 (reported [here](https://root-forum.cern.ch/t/help-on-compile-root-on-new-arm-macbook/42495/7)). ```. CMake Error at /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-Release.cmake:49 (message):. Command failed: 2. ‘make’ ‘compiler=clang’ ‘cpp0x=1’ ‘CXXFLAGS= -mno-rtm -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’ ‘CPLUS=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/c++’ ‘CONLY=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/cc’ ‘LDFLAGS= -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’. See also. /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-*.log. make[2]: *** [TBB-prefix/src/TBB-stamp/TBB-build] Error 1. make[1]: *** [CMakeFiles/TBB.dir/all] Error 2. make: *** [all] Error [2](url). ```. with:. ```. unknown/unsupported architecture name for: -arch armv4t. ```. ### Available patch. https://github.com/oneapi-src/oneTBB/pull/258. ### Setup. ROOT on MacOS M1.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6903
https://github.com/root-project/root/issues/6903:1034,availability,Error,Error,1034,Builtin TBB is broken on MacOS M1; - [x] Checked for duplicates. ### Describe the bug. Builtin TBB has broken on MacOS M1 (reported [here](https://root-forum.cern.ch/t/help-on-compile-root-on-new-arm-macbook/42495/7)). ```. CMake Error at /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-Release.cmake:49 (message):. Command failed: 2. ‘make’ ‘compiler=clang’ ‘cpp0x=1’ ‘CXXFLAGS= -mno-rtm -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’ ‘CPLUS=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/c++’ ‘CONLY=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/cc’ ‘LDFLAGS= -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’. See also. /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-*.log. make[2]: *** [TBB-prefix/src/TBB-stamp/TBB-build] Error 1. make[1]: *** [CMakeFiles/TBB.dir/all] Error 2. make: *** [all] Error [2](url). ```. with:. ```. unknown/unsupported architecture name for: -arch armv4t. ```. ### Available patch. https://github.com/oneapi-src/oneTBB/pull/258. ### Setup. ROOT on MacOS M1.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6903
https://github.com/root-project/root/issues/6903:1133,availability,Avail,Available,1133,Builtin TBB is broken on MacOS M1; - [x] Checked for duplicates. ### Describe the bug. Builtin TBB has broken on MacOS M1 (reported [here](https://root-forum.cern.ch/t/help-on-compile-root-on-new-arm-macbook/42495/7)). ```. CMake Error at /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-Release.cmake:49 (message):. Command failed: 2. ‘make’ ‘compiler=clang’ ‘cpp0x=1’ ‘CXXFLAGS= -mno-rtm -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’ ‘CPLUS=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/c++’ ‘CONLY=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/cc’ ‘LDFLAGS= -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’. See also. /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-*.log. make[2]: *** [TBB-prefix/src/TBB-stamp/TBB-build] Error 1. make[1]: *** [CMakeFiles/TBB.dir/all] Error 2. make: *** [all] Error [2](url). ```. with:. ```. unknown/unsupported architecture name for: -arch armv4t. ```. ### Available patch. https://github.com/oneapi-src/oneTBB/pull/258. ### Setup. ROOT on MacOS M1.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6903
https://github.com/root-project/root/issues/6903:261,deployability,build,build,261,Builtin TBB is broken on MacOS M1; - [x] Checked for duplicates. ### Describe the bug. Builtin TBB has broken on MacOS M1 (reported [here](https://root-forum.cern.ch/t/help-on-compile-root-on-new-arm-macbook/42495/7)). ```. CMake Error at /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-Release.cmake:49 (message):. Command failed: 2. ‘make’ ‘compiler=clang’ ‘cpp0x=1’ ‘CXXFLAGS= -mno-rtm -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’ ‘CPLUS=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/c++’ ‘CONLY=/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/cc’ ‘LDFLAGS= -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX11.0.sdk’. See also. /Users/fermi/dev/root/build/TBB-prefix/src/TBB-stamp/TBB-build-*.log. make[2]: *** [TBB-prefix/src/TBB-stamp/TBB-build] Error 1. make[1]: *** [CMakeFiles/TBB.dir/all] Error 2. make: *** [all] Error [2](url). ```. with:. ```. unknown/unsupported architecture name for: -arch armv4t. ```. ### Available patch. https://github.com/oneapi-src/oneTBB/pull/258. ### Setup. ROOT on MacOS M1.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/6903
