id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/allenai/scispacy/pull/1:0,safety,Test,Test,0,Test team city config;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/1
https://github.com/allenai/scispacy/issues/8:13,energy efficiency,model,models,13,Add finished models;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/8
https://github.com/allenai/scispacy/issues/8:13,security,model,models,13,Add finished models;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/8
https://github.com/allenai/scispacy/issues/9:0,deployability,Updat,Update,0,Update readme to be complete;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/9
https://github.com/allenai/scispacy/issues/9:0,safety,Updat,Update,0,Update readme to be complete;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/9
https://github.com/allenai/scispacy/issues/9:20,safety,compl,complete,20,Update readme to be complete;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/9
https://github.com/allenai/scispacy/issues/9:0,security,Updat,Update,0,Update readme to be complete;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/9
https://github.com/allenai/scispacy/issues/9:20,security,compl,complete,20,Update readme to be complete;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/issues/9
https://github.com/allenai/scispacy/pull/11:25,testability,coverag,coverage,25,Attempt to pass lint and coverage;,MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/11
https://github.com/allenai/scispacy/pull/13:322,availability,error,errors,322,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:111,deployability,version,version,111,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:111,integrability,version,version,111,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:102,modifiability,pac,packaged,102,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:111,modifiability,version,version,111,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:322,performance,error,errors,322,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:174,safety,test,tests,174,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:220,safety,test,tests,220,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:290,safety,test,tests,290,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:322,safety,error,errors,322,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:7,security,token,tokenizer,7,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:67,security,token,tokenizer,67,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:257,security,modif,modifications,257,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:358,security,token,tokenizer,358,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:174,testability,test,tests,174,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:220,testability,test,tests,220,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:290,testability,test,tests,290,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:0,usability,Custom,Custom,0,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:60,usability,custom,custom,60,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:78,usability,custom,custom,78,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:322,usability,error,errors,322,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/13:351,usability,custom,custom,351,"Custom tokenizer and splitter; This pull request includes a custom tokenizer, custom segmenter, and a packaged version of spaCy that includes them. There are two sections of tests, one folder called spacy_tests which is tests straight from space with minor modifications, and one folder of tests intended to encompass the errors that are fixed by the custom tokenizer and segmenter.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/13
https://github.com/allenai/scispacy/pull/14:18,energy efficiency,model,models,18,"Add genia trained models; @kyleclo This pr includes the genia trained models. I am not entirely sure what is best here, to merge this for you to use them, or to just leave it here and you can pull from it if you want to use it. Do you have thoughts on this? Don't delete this branch without telling Kyle",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/14
https://github.com/allenai/scispacy/pull/14:70,energy efficiency,model,models,70,"Add genia trained models; @kyleclo This pr includes the genia trained models. I am not entirely sure what is best here, to merge this for you to use them, or to just leave it here and you can pull from it if you want to use it. Do you have thoughts on this? Don't delete this branch without telling Kyle",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/14
https://github.com/allenai/scispacy/pull/14:18,security,model,models,18,"Add genia trained models; @kyleclo This pr includes the genia trained models. I am not entirely sure what is best here, to merge this for you to use them, or to just leave it here and you can pull from it if you want to use it. Do you have thoughts on this? Don't delete this branch without telling Kyle",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/14
https://github.com/allenai/scispacy/pull/14:70,security,model,models,70,"Add genia trained models; @kyleclo This pr includes the genia trained models. I am not entirely sure what is best here, to merge this for you to use them, or to just leave it here and you can pull from it if you want to use it. Do you have thoughts on this? Don't delete this branch without telling Kyle",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/14
https://github.com/allenai/scispacy/pull/15:0,deployability,Updat,Update,0,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:7,deployability,version,version,7,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:70,deployability,updat,update,70,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:118,deployability,version,version,118,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:136,deployability,instal,installed,136,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:149,deployability,updat,updated,149,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:164,deployability,version,version,164,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:7,integrability,version,version,7,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:118,integrability,version,version,118,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:164,integrability,version,version,164,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:45,interoperability,incompatib,incompatibility,45,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:7,modifiability,version,version,7,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:118,modifiability,version,version,118,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:164,modifiability,version,version,164,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:0,safety,Updat,Update,0,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:70,safety,updat,update,70,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:149,safety,updat,updated,149,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:0,security,Updat,Update,0,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:70,security,updat,update,70,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/15:149,security,updat,updated,149,"Update version of spacy to cope with msgpack incompatibility; msgpack update broke spacy, so spacy pinned the msgpack version that gets installed. i updated to the version of spacy with the msgpack pin",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/15
https://github.com/allenai/scispacy/pull/16:322,deployability,fail,fails,322,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
https://github.com/allenai/scispacy/pull/16:484,deployability,fail,fails,484,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
https://github.com/allenai/scispacy/pull/16:553,energy efficiency,model,model,553,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
https://github.com/allenai/scispacy/pull/16:604,energy efficiency,model,model,604,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
https://github.com/allenai/scispacy/pull/16:322,reliability,fail,fails,322,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
https://github.com/allenai/scispacy/pull/16:484,reliability,fail,fails,484,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
https://github.com/allenai/scispacy/pull/16:38,safety,test,test,38,"Genia parser; Parsing scores on GENIA test: UAS: 0.8944619583117678, LAS: 0.8763939208582319. I think this parser is no longer as good at normal text. A more sophisticated method of training could likely fix this problem (e.g. intersperse examples of normal text with the GENIA text when training the parser). This parser fails some of the sentence boundary detection tests from spacy, some of which were easily fixed and some of which were not. The tests that the GENIA parser newly fails are marked as such with a comment. The main changes are: add a model folder with just the retrained parser, add a model folder with the tokenizer/splitting stuff and the parser, and add retrain_parser.py script to retrain the parser.",MatchSource.ISSUE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/pull/16
