id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/pull/16179:47,availability,operat,operators,47,[hist] Add some `const` keywords to arithmetic operators; Closes https://its.cern.ch/jira/browse/ROOT-9297.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/16179
https://github.com/root-project/root/issues/16182:914,integrability,version,version,914,missing include in root/roofitstats/vectorisedPDFs/VectorisedPDFTests.cxx; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. The file . ```root/roofitstats/vectorisedPDFs/VectorisedPDFTests.cxx```. is missing a. ```#include <iomanip>```. ### Reproducer. checkout out master on latest archlinux and attempt to compile with. ```. cmake ../src -DCMAKE_BUILD_TYPE=RelWithDebInfo -Droofit=on -Dmysql=off -Dpgsql=off -Droostats=on -Dfortran=off -Dhistfactory=on -Dtmva=on -Droottest=on -Droot7=on -Dtesting=on -Dbuiltin_llvm=on -Dbuiltin_tbb=off -Dbuiltin_nlohmannjson=on -DCMAKE_CXX_STANDARD=17 -DPYTHON_EXECUTABLE=$(which python) -Dfail-on-missing=on -Doracle=off -Dpythia6=off -Dpythia8=off -Dgfal=off -Dvdt=off -Ddavix=off -Droofit_hs3_yml=ON -Droofit_multiprocess=ON -Dbuiltin_zeromq=ON -Dbuiltin_cppzmq=ON -DxRooFit=on. #-DCMAKE_PREFIX_PATH=/home/cburgard/Physics/root/zmq . ```. ### ROOT version. master. ### Installation method. source. ### Operating system. archlinux. ### Additional context. _No response_,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16182
https://github.com/root-project/root/issues/16182:914,modifiability,version,version,914,missing include in root/roofitstats/vectorisedPDFs/VectorisedPDFTests.cxx; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. The file . ```root/roofitstats/vectorisedPDFs/VectorisedPDFTests.cxx```. is missing a. ```#include <iomanip>```. ### Reproducer. checkout out master on latest archlinux and attempt to compile with. ```. cmake ../src -DCMAKE_BUILD_TYPE=RelWithDebInfo -Droofit=on -Dmysql=off -Dpgsql=off -Droostats=on -Dfortran=off -Dhistfactory=on -Dtmva=on -Droottest=on -Droot7=on -Dtesting=on -Dbuiltin_llvm=on -Dbuiltin_tbb=off -Dbuiltin_nlohmannjson=on -DCMAKE_CXX_STANDARD=17 -DPYTHON_EXECUTABLE=$(which python) -Dfail-on-missing=on -Doracle=off -Dpythia6=off -Dpythia8=off -Dgfal=off -Dvdt=off -Ddavix=off -Droofit_hs3_yml=ON -Droofit_multiprocess=ON -Dbuiltin_zeromq=ON -Dbuiltin_cppzmq=ON -DxRooFit=on. #-DCMAKE_PREFIX_PATH=/home/cburgard/Physics/root/zmq . ```. ### ROOT version. master. ### Installation method. source. ### Operating system. archlinux. ### Additional context. _No response_,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16182
https://github.com/root-project/root/issues/16182:1012,testability,context,context,1012,missing include in root/roofitstats/vectorisedPDFs/VectorisedPDFTests.cxx; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. The file . ```root/roofitstats/vectorisedPDFs/VectorisedPDFTests.cxx```. is missing a. ```#include <iomanip>```. ### Reproducer. checkout out master on latest archlinux and attempt to compile with. ```. cmake ../src -DCMAKE_BUILD_TYPE=RelWithDebInfo -Droofit=on -Dmysql=off -Dpgsql=off -Droostats=on -Dfortran=off -Dhistfactory=on -Dtmva=on -Droottest=on -Droot7=on -Dtesting=on -Dbuiltin_llvm=on -Dbuiltin_tbb=off -Dbuiltin_nlohmannjson=on -DCMAKE_CXX_STANDARD=17 -DPYTHON_EXECUTABLE=$(which python) -Dfail-on-missing=on -Doracle=off -Dpythia6=off -Dpythia8=off -Dgfal=off -Dvdt=off -Ddavix=off -Droofit_hs3_yml=ON -Droofit_multiprocess=ON -Dbuiltin_zeromq=ON -Dbuiltin_cppzmq=ON -DxRooFit=on. #-DCMAKE_PREFIX_PATH=/home/cburgard/Physics/root/zmq . ```. ### ROOT version. master. ### Installation method. source. ### Operating system. archlinux. ### Additional context. _No response_,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16182
https://github.com/root-project/root/pull/16183:48,deployability,API,API,48,[v632][PyROOT] add Sequence_Check to the public API; Backporting fix from https://github.com/root-project/root/pull/16180. Applies the following commit from CPyCppyy upstream: wlav/CPyCppyy@a02ceeb. Closes #15161.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/16183
https://github.com/root-project/root/pull/16183:41,integrability,pub,public,41,[v632][PyROOT] add Sequence_Check to the public API; Backporting fix from https://github.com/root-project/root/pull/16180. Applies the following commit from CPyCppyy upstream: wlav/CPyCppyy@a02ceeb. Closes #15161.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/16183
https://github.com/root-project/root/pull/16183:48,integrability,API,API,48,[v632][PyROOT] add Sequence_Check to the public API; Backporting fix from https://github.com/root-project/root/pull/16180. Applies the following commit from CPyCppyy upstream: wlav/CPyCppyy@a02ceeb. Closes #15161.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/16183
https://github.com/root-project/root/pull/16183:48,interoperability,API,API,48,[v632][PyROOT] add Sequence_Check to the public API; Backporting fix from https://github.com/root-project/root/pull/16180. Applies the following commit from CPyCppyy upstream: wlav/CPyCppyy@a02ceeb. Closes #15161.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/16183
https://github.com/root-project/root/pull/16183:199,usability,Close,Closes,199,[v632][PyROOT] add Sequence_Check to the public API; Backporting fix from https://github.com/root-project/root/pull/16180. Applies the following commit from CPyCppyy upstream: wlav/CPyCppyy@a02ceeb. Closes #15161.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/16183
https://github.com/root-project/root/issues/16184:1311,availability,Operat,Operating,1311,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:593,deployability,fail,fails,593,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:1235,deployability,version,version,1235,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:1272,deployability,Instal,Installation,1272,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:803,energy efficiency,load,loads,803,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:1235,integrability,version,version,1235,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:393,interoperability,distribut,distributed,393,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:1235,modifiability,version,version,1235,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:29,performance,I/O,I/O,29,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:803,performance,load,loads,803,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
https://github.com/root-project/root/issues/16184:593,reliability,fail,fails,593,"Serialisation (and therefore I/O) issues with TF1 and TFitResultPtr ; Original title: ""TF1 and TFitResultPtr do not serialise correctly pickle, and this is an issue with Python multiprocessing"". ### Check duplicate issues. - [X] Checked for duplicates. ### Description. TF1 and TFitResultPtr do not serialise correctly with pickle. This causes issues with multiprocessing in python as well as distributed execution, e.g. with DistRDF. ### Reproducer. One can see with the reproducer below that:. - The fit succeeds and the result pointer is sane if nothing is pickled and depickled. - The fit fails if the function is pickled and depickled. - The fit result pointer is not sane any more if pickled and then depickled. ```python. import ROOT. import pickle. def SerialiseDeserialise(obj):. return pickle.loads(pickle.dumps(obj)). h = ROOT.TH1F(""myHist"", ""myTitle"", 64, -4, 4). h.FillRandom(""gaus""). f1 = ROOT.TF1(""f1"", ""gaus""). f1_d = SerialiseDeserialise(f1). res = h.Fit(f1, ""S""). print (""Status is "", res.Status()). # Check fit with de-serialised TF1. res = h.Fit(f1_d, ""S""). print (""Status is "", res.Status()). # Check de-serialised result ptr. res_d = SerialiseDeserialise(res). print (""Status is "", res_d.Status()). ```. ### ROOT version. master (I suspect all). ### Installation method. from sources. ### Operating system. MacOS. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/16184
