id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/pull/712:89,deployability,patch,patches,89,cling PR 158; https://github.com/root-project/cling/pull/158. NOTE: must apply textinput patches directly to cling.git.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/712
https://github.com/root-project/root/pull/714:136,modifiability,variab,variable,136,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:452,modifiability,modul,modules,452,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:611,modifiability,responsibil,responsibility,611,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:343,performance,multiplex,multiplexer,343,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:544,performance,multiplex,multiplexed,544,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:263,reliability,fail,fails,263,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:377,reliability,fail,fail,377,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:452,safety,modul,modules,452,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:595,safety,patch,patch,595,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:595,security,patch,patch,595,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/714:16,usability,custom,custom,16,"Allow setting a custom ASTConsumer in CIFactory (NFC).; So far we create our DeclCollector in the CIFactory and then tried to. get this variable back in the IncrementalParser by casting the. ASTConsumer of our compiler instance to a DeclCollector. This strategy. fails as soon as we want to have multiple collectors and start using. the clang multiplexer as this call will now fail (e.g. in this case to. have another ASTConsumer that looks in the C++ modules case for what. libraries we need to link - and the best way to add this is via. the multiplexed ASTConsumer that clang provides). This patch moves the responsibility for the DeclCollector to the. caller that relies on getting a DeclCollector back, which is in this. case the constructor of IncrementalParser.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/714
https://github.com/root-project/root/pull/715:0,deployability,Updat,Updated,0,Updated gitignore for QtCreator files.;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/715
https://github.com/root-project/root/pull/715:0,safety,Updat,Updated,0,Updated gitignore for QtCreator files.;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/715
https://github.com/root-project/root/pull/715:0,security,Updat,Updated,0,Updated gitignore for QtCreator files.;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/715
https://github.com/root-project/root/pull/716:48,deployability,build,build,48,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/716:80,deployability,version,version,80,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/716:100,deployability,patch,patch,100,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/716:80,integrability,version,version,80,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/716:80,modifiability,version,version,80,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/716:100,safety,patch,patch,100,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/716:100,security,patch,patch,100,"Revert ""First bunch of changes to fix the CMake build of the new llvm…; …/cling version"". clang.git patch id: c46d940",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/716
https://github.com/root-project/root/pull/717:18,usability,Menu,Menu,18,"webgui: Introduce Menu Handling to the ROOT7 GUI; There is special MenuItem class which describes menu item properties. I put it into graph2d/gpad, but one can move it into canvaspainter",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/717
https://github.com/root-project/root/pull/717:67,usability,Menu,MenuItem,67,"webgui: Introduce Menu Handling to the ROOT7 GUI; There is special MenuItem class which describes menu item properties. I put it into graph2d/gpad, but one can move it into canvaspainter",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/717
https://github.com/root-project/root/pull/717:98,usability,menu,menu,98,"webgui: Introduce Menu Handling to the ROOT7 GUI; There is special MenuItem class which describes menu item properties. I put it into graph2d/gpad, but one can move it into canvaspainter",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/717
https://github.com/root-project/root/pull/718:19,deployability,version,version,19,jsroot: latest dev version with webgui support;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/718
https://github.com/root-project/root/pull/718:19,integrability,version,version,19,jsroot: latest dev version with webgui support;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/718
https://github.com/root-project/root/pull/718:19,modifiability,version,version,19,jsroot: latest dev version with webgui support;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/718
https://github.com/root-project/root/pull/718:39,usability,support,support,39,jsroot: latest dev version with webgui support;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/718
https://github.com/root-project/root/pull/719:268,deployability,Stack,Stack,268,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:437,energy efficiency,core,core,437,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:546,energy efficiency,core,core,546,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:633,energy efficiency,optim,optimized,633,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:658,energy efficiency,core,core,658,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:633,performance,optimiz,optimized,633,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:228,safety,Test,TestBit,228,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:312,safety,Test,TestBit,312,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:228,testability,Test,TestBit,228,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:274,testability,trace,trace,274,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:281,testability,simpl,simplified,281,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
https://github.com/root-project/root/pull/719:312,testability,Test,TestBit,312,"Fix nullptr dereference bug in TList::RecursiveRemove(); When multiple threads are touching the list of cleanups, another thread can delete the object retrieved via TObjLink::GetObject(), and then when it is dereferenced in ob->TestBit(...) it causes a crash in ROOT. Stack trace (simplified):. ```. in TObject::TestBit (this=0x0, f=33554432) at TObject.h:159. ^^^. in TList::RecursiveRemove (this=0xb3c3e0, obj=0x7ff3547da6b0). at root/core/cont/src/TList.cxx:717. ^^^. in THashList::RecursiveRemove (this=0xb504b0, obj=0x7ff3547da6b0). at root/core/cont/src/THashList.cxx:286. in TObject::~TObject (this=0x7ff3547da6b0, __in_chrg=<optimized out>). at root/core/base/src/TObject.cxx:88. ```",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/719
