id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/pull/2667:71,security,model,models,71,[DF] ROOT-9692: Properly consider custom binning when using TProfile2D models;,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2667
https://github.com/root-project/root/pull/2678:50,availability,error,error,50,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:285,availability,error,errors,285,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:219,deployability,version,version,219,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:227,deployability,instal,installed,227,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:56,integrability,messag,messages,56,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:219,integrability,version,version,219,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:56,interoperability,messag,messages,56,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:101,interoperability,registr,registry,101,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:374,interoperability,specif,specified,374,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:443,interoperability,specif,specified,443,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:219,modifiability,version,version,219,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:50,performance,error,error,50,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:285,performance,error,errors,285,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:85,reliability,doe,doesn,85,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:50,safety,error,error,50,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:156,safety,prevent,prevent,156,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:258,safety,prevent,prevent,258,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:285,safety,error,errors,285,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:156,security,preven,prevent,156,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:258,security,preven,prevent,258,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:14,usability,Visual,Visual,14,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:50,usability,error,error,50,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:66,usability,Visual,Visual,66,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2678:285,usability,error,errors,285,"Fix lookup of Visual Studio directories + improve error messages; Visual Studio 2017 doesn't use the registry anymore, so no need to try to find keys. This prevent picking wrong directories in the case there is another version installed on the computer, and prevent also the following errors when starting ROOT:. RegQueryValueEx: returned 2: The system cannot find the file specified. RegOpenKeyEx: returned 2: The system cannot find the file specified.",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2678
https://github.com/root-project/root/pull/2679:150,deployability,toolchain,toolchain,150,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:279,deployability,build,building,279,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:101,integrability,configur,configure,101,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:101,modifiability,configur,configure,101,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:177,reliability,doe,doesn,177,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:244,reliability,doe,doesn,244,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:101,security,configur,configure,101,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2679:150,usability,tool,toolchain,150,"Pass Mac1014 SDK isysroot to ""external projects""; While CMake knows about it, we need to pass it to `configure` invocations. CMake decides to use the toolchain `cc`/`c++` which doesn't have the SDK includes - unlike `/usr/bin/cc` - which CMake doesn't use by default. This fixes building ROOT on MacOS10.14 out of the box (i.e. without messing with `CMAKE_C_COMPILER` etc).",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2679
https://github.com/root-project/root/pull/2680:123,availability,error,error,123,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:66,deployability,modul,module,66,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:83,deployability,Modul,Module,83,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:50,energy efficiency,load,loading,50,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:66,modifiability,modul,module,66,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:83,modifiability,Modul,Module,83,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:50,performance,load,loading,50,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:123,performance,error,error,123,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:26,reliability,diagno,diagnostic,26,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:233,reliability,diagno,diagnostic-validation,233,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:315,reliability,diagno,diagnostic,315,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:8,safety,valid,validation,8,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
https://github.com/root-project/root/pull/2680:66,safety,modul,module,66,"Disable validation of the diagnostic options when loading the C++ module; With PCH+Module, sometimes compiler gives a hard error:. _Module file ‘<some-file path>.pcm' is out of date and needs to be rebuilt._. Adding fmodules-disable-diagnostic-validation helps in situation if two compiler instances only differ in diagnostic options, the later instance will not invalidate the original pcm. Details: https://reviews.llvm.org/D22773",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/2680
