url,Availability,Deployability,Energy Efficiency,Integrability,Modifiability,Performance,Safety,Security,Testability,Usability,total
https://psicode.org/psi4manual/1.3.2/introduction.html,0,0,0,0,0,1,0,1,0,1,3
https://github.com/su2code/SU2/releases/tag/v5.0.0,0,0,0,1,1,0,0,0,0,1,3
https://github.com/su2code/SU2/pull/2190#issuecomment-1870730956,0,0,0,1,1,0,0,0,0,1,3
https://github.com/su2code/SU2/pull/2057#issuecomment-1643680580,0,0,0,1,1,0,0,0,0,1,3
https://github.com/su2code/SU2/issues/828#issuecomment-563314747,1,0,0,1,0,0,0,0,1,0,3
https://github.com/su2code/SU2/issues/643#issuecomment-463561018,0,0,0,1,0,0,0,0,1,1,3
https://github.com/stardist/stardist/issues/33#issuecomment-583469917,0,1,0,0,0,0,0,0,1,1,3
https://github.com/sofa-framework/sofa/pull/4943#issuecomment-2340099920,0,0,0,1,0,0,0,0,1,1,3
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.7.0.md,0,0,0,1,1,0,0,0,0,1,3
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.10.0.md,0,0,0,0,1,1,0,0,0,1,3
https://github.com/scverse/scanpy/issues/921#issuecomment-557191880,0,0,0,1,0,1,0,0,0,1,3
https://github.com/scverse/scanpy/issues/271#issuecomment-431634492,0,0,0,1,1,0,0,0,0,1,3
https://github.com/scverse/scanpy/issues/265#issuecomment-424548158,0,0,0,1,1,1,0,0,0,0,3
https://github.com/scverse/scanpy/issues/1793#issuecomment-881043172,0,0,0,1,0,0,0,0,1,1,3
https://github.com/scipipe/scipipe/issues/59#issuecomment-391662679,0,0,1,1,0,0,0,0,1,0,3
https://github.com/root-project/root/pull/6705#issuecomment-733046580,0,0,0,1,0,1,0,0,0,1,3
https://github.com/root-project/root/pull/16526#issuecomment-2375944990,1,0,0,0,0,0,0,0,1,1,3
https://github.com/root-project/root/issues/10928#issuecomment-1947918617,0,0,0,0,1,0,0,0,1,1,3
https://github.com/qutip/qutip/releases/tag/v4.6.0,0,0,0,1,1,1,0,0,0,0,3
https://github.com/qutip/qutip/pull/848#issuecomment-384860713,0,0,0,1,1,1,0,0,0,0,3
https://github.com/qutip/qutip/pull/1723#issuecomment-979884874,0,0,0,1,1,0,0,0,1,0,3
https://github.com/qutip/qutip/issues/1136#issuecomment-562523162,0,1,0,0,1,0,0,0,0,1,3
https://github.com/qupath/qupath/tree/v0.5.1/qupath-extension-openslide/src/main/resources/licenses/OpenSlide/README.md,1,1,0,1,0,0,0,0,0,0,3
https://github.com/qupath/qupath/tree/v0.5.1/README.md,0,1,0,1,0,0,0,0,0,1,3
https://github.com/qupath/qupath/issues/18#issuecomment-258824636,0,1,0,1,0,0,0,0,1,0,3
https://github.com/openbabel/openbabel/pull/326#issuecomment-233581870,1,0,0,0,1,0,0,0,0,1,3
https://github.com/hail-is/hail/pull/9842#issuecomment-758100479,0,1,0,0,1,0,0,0,0,1,3
https://github.com/hail-is/hail/pull/5332#issuecomment-463200410,0,0,0,0,0,1,0,0,1,1,3
https://github.com/hail-is/hail/pull/14579#issuecomment-2174358685,0,0,0,1,0,0,0,0,1,1,3
https://github.com/broadinstitute/gatk/pull/5026#issuecomment-621487662,0,1,0,1,1,0,0,0,0,0,3
https://github.com/broadinstitute/gatk/pull/2307#issuecomment-266289212,0,0,1,0,0,0,0,0,1,1,3
https://github.com/broadinstitute/gatk/issues/567#issuecomment-120001353,1,0,1,1,0,0,0,0,0,0,3
https://github.com/broadinstitute/gatk/issues/4340#issuecomment-363390940,0,0,0,1,1,0,0,0,0,1,3
https://github.com/broadinstitute/gatk/issues/2255#issuecomment-258412589,0,1,0,0,0,1,0,0,1,0,3
https://github.com/broadinstitute/cromwell/tree/87/supportedBackends/google/pipelines/v2beta/src/main/resources/cromwell-monitor/README.md,0,0,1,0,1,1,0,0,0,0,3
https://github.com/broadinstitute/cromwell/tree/87/docs/filesystems/HTTP.md,0,1,0,0,1,0,0,0,0,1,3
https://github.com/broadinstitute/cromwell/tree/87/docs/developers/bitesize/workflowExecution/workflowSubworkflowAndJobStores.md,1,0,0,0,0,0,1,0,0,1,3
https://github.com/broadinstitute/cromwell/tree/87/docs/developers/Instrumentation.md,0,1,0,0,1,1,0,0,0,0,3
https://github.com/broadinstitute/cromwell/tree/87/docs/backends/Backends.md,0,1,0,1,1,0,0,0,0,0,3
https://github.com/broadinstitute/cromwell/tree/87/docs/Scaling.md,1,1,0,0,0,1,0,0,0,0,3
https://github.com/broadinstitute/cromwell/tree/87/docs/Releases.md,1,1,0,1,0,0,0,0,0,0,3
https://github.com/broadinstitute/cromwell/tree/87/README.md,1,1,0,0,0,0,0,1,0,0,3
https://github.com/broadinstitute/cromwell/pull/4900#issuecomment-488295703,0,0,0,1,0,1,0,0,0,1,3
https://github.com/CliMA/Oceananigans.jl/tree/v0.93.2/docs/src/index.md,0,0,0,1,1,0,0,0,0,1,3
https://github.com/CliMA/Oceananigans.jl/pull/894#issuecomment-685006190,0,1,0,0,1,0,0,0,1,0,3
https://github.com/CliMA/Oceananigans.jl/pull/590#issuecomment-775301066,0,0,0,1,1,0,0,0,1,0,3
https://github.com/CliMA/Oceananigans.jl/pull/478#issuecomment-546952192,0,0,1,0,0,0,0,0,1,1,3
https://github.com/CliMA/Oceananigans.jl/pull/3818#issuecomment-2392162201,1,0,0,0,1,0,0,0,0,1,3
https://github.com/CliMA/Oceananigans.jl/pull/3396#issuecomment-1854245876,0,0,0,1,1,0,0,0,0,1,3
https://github.com/CliMA/Oceananigans.jl/issues/81#issuecomment-478100649,1,0,0,0,0,0,0,0,1,1,3
https://github.com/CliMA/Oceananigans.jl/issues/3492#issuecomment-1973858990,0,1,0,0,0,0,0,0,1,1,3
https://github.com/CliMA/Oceananigans.jl/issues/259#issuecomment-600078394,0,0,0,1,1,1,0,0,0,0,3
https://github.com/CliMA/Oceananigans.jl/issues/1990#issuecomment-922529440,0,0,0,1,1,0,0,0,1,0,3
https://github.com/CliMA/Oceananigans.jl/issues/1990#issuecomment-922526970,0,1,0,0,1,0,0,0,1,0,3
https://github.com/COMBINE-lab/salmon/issues/87#issuecomment-246027704,0,0,0,1,0,1,0,0,0,1,3
https://github.com/COMBINE-lab/salmon/issues/331#issuecomment-447689917,0,1,0,1,0,0,0,0,0,1,3
https://root.cern/root/html604/TTableSorter.html,0,0,0,1,1,0,0,0,0,0,2
https://root.cern/root/html604/TRootSniffer.html,0,0,0,1,0,0,0,1,0,0,2
https://root.cern/root/html604/TRefArray.html,0,0,0,1,1,0,0,0,0,0,2
https://root.cern/root/html604/TRecorder.html,0,0,0,0,1,0,0,0,1,0,2
https://root.cern/root/html604/TGeoChecker.html,0,0,0,0,0,0,1,0,1,0,2
https://root.cern/root/html604/TExec.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html602/TRecorderState.html,0,0,0,0,1,0,0,0,1,0,2
https://root.cern/root/html602/TRecEvent.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html602/TGeoChecker.html,0,0,0,0,0,0,1,0,1,0,2
https://root.cern/root/html602/TExec.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html534/TTreeCache.html,0,0,0,0,1,1,0,0,0,0,2
https://root.cern/root/html534/TGeoChecker.html,0,0,0,0,0,0,1,0,1,0,2
https://root.cern/root/html534/TExec.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html534/RooSimWSTool.html,0,0,0,1,0,0,0,0,0,1,2
https://root.cern/root/html532/TRecorder.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html532/TExec.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html530/TRecorder.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html530/TExec.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html530/ROOT__Fit__BinData.html,0,0,0,1,1,0,0,0,0,0,2
https://root.cern/root/html528/TGeoChecker.html,0,0,0,0,0,0,1,0,1,0,2
https://root.cern/root/html528/TExec.html,0,0,0,1,0,0,0,0,1,0,2
https://root.cern/root/html528/RooSimWSTool.html,0,0,0,1,0,0,0,0,0,1,2
https://root.cern/doc/v632/classTTreeCache.html,0,0,0,0,0,1,0,0,0,1,2
https://root.cern/doc/master/rf316__llratioplot_8C.html,0,0,1,0,0,0,0,0,1,0,2
https://root.cern/doc/master/classTTreeCache.html,1,0,0,0,0,1,0,0,0,0,2
https://qutip.org/docs/4.7/guide/guide-saving.html,0,0,0,0,0,1,0,0,1,0,2
https://qutip.org/docs/4.4/changelog.html,0,0,0,0,0,1,1,0,0,0,2
https://qutip.org/docs/4.2/changelog.html,0,0,0,0,1,0,1,0,0,0,2
https://qutip.org/docs/4.1/changelog.html,0,0,0,0,1,1,0,0,0,0,2
https://qutip.org/docs/3.1.0/changelog.html,0,0,0,0,1,1,0,0,0,0,2
https://psicode.org/psi4manual/master/prog_ways_to_add.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/master/add_tests.html,0,0,0,1,0,0,0,0,1,0,2
https://psicode.org/psi4manual/1.9.x/ecpint.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.8.x/prog_ways_to_add.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.8.x/plugins.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.8.x/ecpint.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.8.x/add_tests.html,0,0,0,1,0,0,0,0,1,0,2
https://psicode.org/psi4manual/1.7.x/prog_ways_to_add.html,0,0,1,1,0,0,0,0,0,0,2
https://psicode.org/psi4manual/1.7.x/ecpint.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.6.x/prog_ways_to_add.html,0,0,1,1,0,0,0,0,0,0,2
https://psicode.org/psi4manual/1.6.x/manage_addon.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.6.x/introduction.html,0,0,0,0,0,1,0,0,0,1,2
https://psicode.org/psi4manual/1.5.0/build_planning-1.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.4.0/prog_ways_to_add.html,0,0,0,1,0,0,0,0,0,1,2
https://psicode.org/psi4manual/1.4.0/numpy.html,0,0,0,1,0,0,0,0,0,1,2
https://psicode.org/psi4manual/1.3.2/introduction-1.html,0,0,0,0,0,0,0,1,0,1,2
https://psicode.org/psi4manual/1.3.2/external.html,0,1,0,0,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.2.1/manage_addon-1.html,0,0,0,1,1,0,0,0,0,0,2
https://psicode.org/psi4manual/1.2.1/introduction-1.html,0,0,0,0,0,0,0,1,0,1,2
https://psicode.org/psi4manual/1.2.1/build_planning.html,0,1,0,0,0,0,0,0,0,1,2
https://psicode.org/psi4manual/1.1.0/build_planning.html,0,1,0,1,0,0,0,0,0,0,2
https://hail.is/docs/0.2/change_log.html,0,0,0,0,1,1,0,0,0,0,2
https://hail.is/docs/0.2/_modules/hail/experimental/ldscsim.html,0,0,0,1,0,0,0,0,1,0,2
https://github.com/tum-pbs/PhiFlow/tree/3.1.0/docs/Package_Info.md,0,0,0,1,1,0,0,0,0,0,2
https://github.com/tum-pbs/PhiFlow/tree/3.1.0/docs/Fields.md,0,0,0,1,1,0,0,0,0,0,2
https://github.com/tum-pbs/PhiFlow/releases/tag/3.0.0,0,0,0,0,1,0,0,0,0,1,2
https://github.com/tum-pbs/PhiFlow/pull/10#issuecomment-586942227,0,0,1,0,0,0,0,0,0,1,2
https://github.com/su2code/SU2/releases/tag/v8.0.0,0,0,0,0,1,1,0,0,0,0,2
https://github.com/su2code/SU2/releases/tag/v7.2.0,0,0,0,0,1,0,0,0,0,1,2
https://github.com/su2code/SU2/pull/790#issuecomment-533259202,0,0,0,0,1,0,0,0,0,1,2
https://github.com/su2code/SU2/pull/649#issuecomment-462951152,0,0,0,1,0,0,0,0,1,0,2
https://github.com/su2code/SU2/pull/626#issuecomment-458177675,0,0,0,1,1,0,0,0,0,0,2
https://github.com/su2code/SU2/pull/586#issuecomment-424210049,0,1,0,0,1,0,0,0,0,0,2
https://github.com/su2code/SU2/pull/494#issuecomment-357458143,0,0,0,0,1,0,0,0,0,1,2
https://github.com/su2code/SU2/pull/244#issuecomment-191571633,0,0,0,0,1,0,0,0,1,0,2
https://github.com/su2code/SU2/pull/1566#issuecomment-1073204565,0,0,0,0,1,0,0,0,0,1,2
https://github.com/su2code/SU2/pull/1536#issuecomment-1050172065,0,0,0,0,1,0,0,0,0,1,2
https://github.com/su2code/SU2/pull/1174#issuecomment-827981242,0,1,0,0,0,0,0,0,1,0,2
https://github.com/su2code/SU2/pull/1010#issuecomment-640170715,0,0,0,0,1,0,0,0,1,0,2
https://github.com/su2code/SU2/issues/2138#issuecomment-1780159397,0,0,0,0,1,0,0,0,0,1,2
https://github.com/stardist/stardist/issues/222#issuecomment-1445371166,0,0,0,0,1,0,0,0,0,1,2
https://github.com/sofa-framework/sofa/pull/917#issuecomment-461186420,0,0,1,0,0,0,0,0,0,1,2
https://github.com/sofa-framework/sofa/pull/436#issuecomment-333965790,0,0,0,1,1,0,0,0,0,0,2
https://github.com/sofa-framework/sofa/pull/2706#issuecomment-1056847653,0,1,0,0,0,0,0,0,0,1,2
https://github.com/sofa-framework/sofa/pull/2438#issuecomment-963006116,0,0,0,1,1,0,0,0,0,0,2
https://github.com/sofa-framework/sofa/pull/1552#issuecomment-712909548,0,0,0,0,1,0,0,0,1,0,2
https://github.com/sofa-framework/sofa/pull/1552#issuecomment-712798002,0,0,0,0,1,0,0,0,1,0,2
https://github.com/sofa-framework/sofa/pull/139#issuecomment-275626943,0,0,0,1,1,0,0,0,0,0,2
https://github.com/sofa-framework/sofa/pull/1101#issuecomment-510040955,0,0,0,1,1,0,0,0,0,0,2
https://github.com/sofa-framework/sofa/issues/496#issuecomment-339581638,0,0,0,0,1,0,0,0,0,1,2
https://github.com/sofa-framework/sofa/issues/4230#issuecomment-1758196797,0,0,0,1,1,0,0,0,0,0,2
https://github.com/sofa-framework/sofa/issues/3510#issuecomment-1333567910,0,0,0,0,1,0,0,0,0,1,2
https://github.com/sofa-framework/sofa/issues/242#issuecomment-295286672,0,0,0,1,1,0,0,0,0,0,2
https://github.com/soedinglab/mmseqs2/wiki/Home/db4f2b7b760621280b38ecc5f49ef0a2ccaaf534.html,0,0,0,0,0,1,0,0,1,0,2
https://github.com/soedinglab/MMseqs2/tree/15-6f452/README.md,0,0,0,1,0,1,0,0,0,0,2
https://github.com/soedinglab/MMseqs2/releases/tag/9-d36de,1,0,0,0,0,0,0,0,0,1,2
https://github.com/soedinglab/MMseqs2/releases/tag/2-23394,0,0,0,0,0,1,0,0,0,1,2
https://github.com/soedinglab/MMseqs2/issues/319#issuecomment-645040050,0,0,0,0,0,0,1,0,0,1,2
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.6.0.md,0,0,0,0,1,0,0,0,1,0,2
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.5.0.md,0,0,0,0,1,1,0,0,0,0,2
https://github.com/scverse/scanpy/tree/1.10.2/docs/dev/testing.md,0,1,0,0,0,0,0,0,1,0,2
https://github.com/scverse/scanpy/pull/457#issuecomment-460063977,0,0,0,1,0,0,0,0,0,1,2
https://github.com/scverse/scanpy/pull/425#issuecomment-456065730,0,0,0,0,1,0,0,0,0,1,2
https://github.com/scverse/scanpy/pull/1732#issuecomment-801986131,0,0,0,0,1,0,0,0,1,0,2
https://github.com/scverse/scanpy/pull/1715#issuecomment-799276115,0,0,0,1,0,0,0,0,0,1,2
https://github.com/scverse/scanpy/pull/1715#issuecomment-795469189,0,0,0,1,1,0,0,0,0,0,2
https://github.com/scverse/scanpy/pull/1715#issuecomment-794790768,0,1,0,0,1,0,0,0,0,0,2
https://github.com/scverse/scanpy/pull/125#issuecomment-382002082,0,0,0,1,0,0,0,0,0,1,2
https://github.com/scverse/scanpy/pull/125#issuecomment-381980880,0,1,0,0,1,0,0,0,0,0,2
https://github.com/scverse/scanpy/issues/95#issuecomment-369863247,0,0,0,1,0,0,0,0,0,1,2
https://github.com/scverse/scanpy/issues/373#issuecomment-445181839,0,0,0,1,0,0,0,0,0,1,2
https://github.com/scverse/scanpy/issues/265#issuecomment-509063881,0,0,0,1,1,0,0,0,0,0,2
https://github.com/scipipe/scipipe/tree/v0.12.0/docs/install.md,0,1,0,0,0,0,0,0,0,1,2
https://github.com/scipipe/scipipe/tree/v0.12.0/docs/howtos/plot_workflow_graph.md,0,0,0,1,1,0,0,0,0,0,2
https://github.com/root-project/root/pull/8596#issuecomment-879770741,0,0,0,1,0,0,0,0,0,1,2
https://github.com/root-project/root/pull/747#issuecomment-313710392,0,0,1,0,0,1,0,0,0,0,2
https://github.com/root-project/root/pull/6875#issuecomment-740762392,0,0,0,0,1,1,0,0,0,0,2
https://github.com/root-project/root/pull/5772#issuecomment-638212832,0,0,0,1,0,0,0,0,0,1,2
https://github.com/root-project/root/pull/3746#issuecomment-487528334,0,1,0,1,0,0,0,0,0,0,2
https://github.com/root-project/root/pull/1680#issuecomment-375310840,0,0,0,0,1,0,0,0,1,0,2
https://github.com/root-project/root/pull/13808#issuecomment-1893308958,0,0,1,0,0,0,0,0,1,0,2
https://github.com/root-project/root/pull/13641#issuecomment-1723409634,0,0,1,0,0,0,0,0,1,0,2
https://github.com/root-project/root/pull/12363#issuecomment-1581162133,0,1,0,0,0,0,0,0,1,0,2
https://github.com/root-project/root/pull/12121#issuecomment-1405524377,0,1,0,0,0,0,0,0,0,1,2
https://github.com/root-project/root/pull/1127#issuecomment-334141079,0,0,0,0,0,1,1,0,0,0,2
https://github.com/root-project/root/pull/11027#issuecomment-1192710542,0,0,0,0,0,0,0,1,1,0,2
https://github.com/root-project/root/issues/8308#issuecomment-856211883,0,0,0,0,1,0,0,0,0,1,2
https://github.com/root-project/root/issues/8098#issuecomment-832859001,0,0,0,0,1,0,0,0,0,1,2
https://github.com/root-project/root/issues/12729#issuecomment-1527829256,0,1,0,0,0,1,0,0,0,0,2
https://github.com/root-project/root/issues/12307#issuecomment-1542423864,0,0,0,0,0,0,0,0,1,1,2
https://github.com/root-project/root/issues/12164#issuecomment-1410380142,0,0,0,0,1,0,0,0,0,1,2
https://github.com/root-project/root/issues/10928#issuecomment-1947173074,0,0,0,0,1,0,0,0,0,1,2
https://github.com/qutip/qutip/tree/v5.0.4/qutip/tests/solver/test_mcsolve.py,0,0,0,0,1,0,0,0,1,0,2
https://github.com/qutip/qutip/tree/v5.0.4/qutip/tests/core/test_expect.py,0,0,0,0,1,0,0,0,1,0,2
https://github.com/qutip/qutip/tree/v5.0.4/doc/guide/guide-states.rst,0,0,0,1,0,0,0,0,1,0,2
https://github.com/qutip/qutip/tree/v5.0.4/doc/development/ideas/qutip-interactive.rst,0,0,0,1,0,0,0,0,0,1,2
https://github.com/qutip/qutip/pull/502#issuecomment-230108497,0,0,0,0,0,1,0,0,1,0,2
https://github.com/qutip/qutip/pull/1947#issuecomment-1174438897,0,0,0,1,0,0,0,0,0,1,2
https://github.com/qutip/qutip/pull/1947#issuecomment-1173137945,0,0,0,1,0,0,0,0,0,1,2
https://github.com/qutip/qutip/pull/1879#issuecomment-1108749616,0,0,0,0,1,0,0,0,0,1,2
https://github.com/qutip/qutip/pull/1739#issuecomment-1041914233,0,0,0,0,1,0,0,0,1,0,2
https://github.com/qutip/qutip/pull/1274#issuecomment-648113340,0,0,0,1,0,0,0,0,0,1,2
https://github.com/qutip/qutip/pull/1274#issuecomment-641961716,0,0,1,0,0,0,0,0,0,1,2
https://github.com/qutip/qutip/pull/1161#issuecomment-576003587,0,0,0,1,0,0,0,0,1,0,2
https://github.com/qutip/qutip/issues/377#issuecomment-150990762,0,0,0,0,0,0,0,0,1,1,2
https://github.com/qutip/qutip/issues/1949#issuecomment-1176355115,1,0,0,0,0,0,0,0,1,0,2
https://github.com/qutip/qutip/issues/1456#issuecomment-791925169,0,0,0,0,0,0,1,0,1,0,2
https://github.com/qutip/qutip/issues/1437#issuecomment-775216824,0,1,0,0,0,0,0,0,0,1,2
https://github.com/qutip/qutip/issues/1223#issuecomment-605711703,0,0,0,1,1,0,0,0,0,0,2
https://github.com/qutip/qutip/issues/1217#issuecomment-604011776,0,0,0,1,0,0,0,0,1,0,2
https://github.com/qupath/qupath/releases/tag/v0.5.0-rc1,0,1,0,0,0,0,0,0,0,1,2
https://github.com/qupath/qupath/pull/666#issuecomment-787868344,0,0,0,0,0,0,1,0,0,1,2
https://github.com/qupath/qupath/pull/1488#issuecomment-2025049875,0,0,0,0,1,1,0,0,0,0,2
https://github.com/qupath/qupath/issues/80#issuecomment-305385370,0,0,0,0,0,0,1,0,0,1,2
https://github.com/qupath/qupath/issues/629#issuecomment-1723504495,0,1,0,1,0,0,0,0,0,0,2
https://github.com/qupath/qupath/issues/627#issuecomment-715899157,0,0,0,1,0,0,0,0,1,0,2
https://github.com/qupath/qupath/issues/27#issuecomment-262733775,0,0,0,1,0,0,0,0,1,0,2
https://github.com/qupath/qupath/issues/200#issuecomment-411335497,0,0,0,0,1,0,0,0,0,1,2
https://github.com/qupath/qupath/issues/1537#issuecomment-2139836229,0,0,0,1,0,0,0,0,0,1,2
https://github.com/qupath/qupath/issues/1487#issuecomment-2277243206,1,0,0,0,0,0,0,0,0,1,2
https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/gau2grid.rst,0,1,0,1,0,0,0,0,0,0,2
https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/external.rst,0,0,1,0,0,0,1,0,0,0,2
https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/attic/progtestsuite.rst,0,0,0,0,1,0,0,0,1,0,2
https://github.com/psi4/psi4/releases/tag/v1.5,0,0,1,0,0,1,0,0,0,0,2
https://github.com/psi4/psi4/pull/437#issuecomment-235363935,0,0,0,0,0,0,0,0,1,1,2
https://github.com/psi4/psi4/pull/2824#issuecomment-1337777780,0,0,1,0,0,0,0,0,0,1,2
https://github.com/psi4/psi4/pull/2378#issuecomment-989020297,0,0,1,0,0,1,0,0,0,0,2
https://github.com/psi4/psi4/pull/1999#issuecomment-683300840,0,0,0,0,0,0,0,0,1,1,2
https://github.com/psi4/psi4/pull/1042#issuecomment-433444074,0,0,0,0,0,0,0,0,1,1,2
https://github.com/psi4/psi4/issues/468#issuecomment-249025979,0,0,0,0,0,0,1,0,0,1,2
https://github.com/psi4/psi4/issues/2687#issuecomment-1358169826,0,0,0,0,0,0,0,0,1,1,2
https://github.com/psi4/psi4/issues/2631#issuecomment-1212141916,0,0,1,0,0,0,0,0,0,1,2
https://github.com/psi4/psi4/issues/2236#issuecomment-875260933,0,0,0,0,0,0,0,0,1,1,2
https://github.com/psi4/psi4/issues/1763#issuecomment-560457075,0,0,0,1,0,1,0,0,0,0,2
https://github.com/openbabel/openbabel/issues/2216#issuecomment-626613645,0,1,0,0,0,0,0,0,0,1,2
https://github.com/openbabel/openbabel/issues/1884#issuecomment-420287938,1,0,0,0,0,0,0,0,0,1,2
https://github.com/hail-is/hail/tree/0.2.133/hail/python/hailtop/auth/auth.py,0,0,0,0,1,0,0,1,0,0,2
https://github.com/hail-is/hail/tree/0.2.133/hail/python/hail/docs/cloud/azure.rst,0,1,0,0,0,0,0,1,0,0,2
https://github.com/hail-is/hail/tree/0.2.133/dev-docs/services/gateways.md,0,1,0,1,0,0,0,0,0,0,2
https://github.com/hail-is/hail/tree/0.2.133/dev-docs/services/auth/identity-management.md,0,0,0,1,0,0,0,1,0,0,2
https://github.com/hail-is/hail/tree/0.2.133/dev-docs/hail-overview.md,0,1,0,1,0,0,0,0,0,0,2
https://github.com/hail-is/hail/pull/9842#issuecomment-767112772,0,1,0,0,1,0,0,0,0,0,2
https://github.com/hail-is/hail/pull/7614#issuecomment-559072407,0,0,0,1,1,0,0,0,0,0,2
https://github.com/hail-is/hail/pull/6605#issuecomment-510677139,0,0,0,0,0,0,1,0,1,0,2
https://github.com/hail-is/hail/pull/4931#issuecomment-448652812,0,0,1,0,0,1,0,0,0,0,2
