url,Availability,Deployability,Energy Efficiency,Integrability,Modifiability,Performance,Safety,Security,Testability,Usability,total
https://psicode.org/psi4manual/1.4.0/introduction.html,,,,,adapted,,,access,,simple,3
https://psicode.org/psi4manual/1.3.2/introduction.html,,,,,,optimized,,access,,simple,3
https://github.com/su2code/SU2/releases/tag/v5.0.0,,,,wrapping,enhancements,,,,,usability,3
https://github.com/su2code/SU2/pull/2190#issuecomment-1870730956,,,,wrapper,config,,,,,clear,3
https://github.com/su2code/SU2/pull/2057#issuecomment-1643680580,,,,depends,variable,,,,,intuitive,3
https://github.com/su2code/SU2/issues/828#issuecomment-563314747,recovered,,,integrated,,,,,test,,3
https://github.com/su2code/SU2/issues/643#issuecomment-463561018,,,,routines,,,,,testcase,clear,3
https://github.com/stardist/stardist/issues/33#issuecomment-583469917,,installation,,,,,,,test,learned,3
https://github.com/sofa-framework/sofa/pull/4943#issuecomment-2340099920,,,,interface,,,,,testing,clear,3
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.7.0.md,,,,integration,refactoring,,,,,guide,3
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.10.0.md,,,,,variables,performance,,,,guide,3
https://github.com/scverse/scanpy/issues/921#issuecomment-557191880,,,,wrapper,,performance,,,,responsive,3
https://github.com/scverse/scanpy/issues/271#issuecomment-431634492,,,,interface,adapt,,,,,simple,3
https://github.com/scverse/scanpy/issues/265#issuecomment-424548158,,,,wrap,plugins,performs,,,,,3
https://github.com/scverse/scanpy/issues/1793#issuecomment-881043172,,,,interface,,,,,logs,simple,3
https://github.com/scipipe/scipipe/issues/59#issuecomment-391662679,,,scheduling,dependencies,,,,,testing,,3
https://github.com/root-project/root/pull/6705#issuecomment-733046580,,,,messages,,performance,,,,simple,3
https://github.com/root-project/root/pull/16526#issuecomment-2375944990,failure,,,,,,,,testing,clear,3
https://github.com/root-project/root/issues/10928#issuecomment-1947918617,,,,,adapted,,,,tests,simplification,3
https://github.com/qutip/qutip/releases/tag/v4.6.0,,,,dependencies,configuration,loading,,,,,3
https://github.com/qutip/qutip/pull/848#issuecomment-384860713,,,,wrapping,rewrite,performance,,,,,3
https://github.com/qutip/qutip/pull/1723#issuecomment-979884874,,,,interface,layers,,,,tests,,3
https://github.com/qutip/qutip/issues/1136#issuecomment-562523162,,release,,,variables,,,,,simple,3
https://github.com/qupath/qupath/tree/v0.5.1/qupath-extension-openslide/src/main/resources/licenses/OpenSlide/README.md,available,releases,,dependencies,,,,,,,3
https://github.com/qupath/qupath/tree/v0.5.1/README.md,,releases,,integration,,,,,,learning,3
https://github.com/qupath/qupath/issues/18#issuecomment-258824636,,integrated,,integrated,,,,,testing,,3
https://github.com/openbabel/openbabel/pull/326#issuecomment-233581870,downside,,,,variable,,,,,simpler,3
https://github.com/hail-is/hail/pull/9842#issuecomment-758100479,,configuration,,,configuration,,,,,simple,3
https://github.com/hail-is/hail/pull/5332#issuecomment-463200410,,,,,,performance,,,benchmarking,simple,3
https://github.com/hail-is/hail/pull/14579#issuecomment-2174358685,,,,bridge,,,,,logic,simple,3
https://github.com/broadinstitute/gatk/pull/5026#issuecomment-621487662,,install,,dependencies,layers,,,,,,3
https://github.com/broadinstitute/gatk/pull/2307#issuecomment-266289212,,,reduce,,,,,,logProbability,simply,3
https://github.com/broadinstitute/gatk/issues/567#issuecomment-120001353,errors,,efficient,protocol,,,,,,,3
https://github.com/broadinstitute/gatk/issues/4340#issuecomment-363390940,,,,interfaces,configure,,,,,simple,3
https://github.com/broadinstitute/gatk/issues/2255#issuecomment-258412589,,release,,,,performance,,,test-drive,,3
https://github.com/broadinstitute/cromwell/tree/87/supportedBackends/google/pipelines/v2beta/src/main/resources/cromwell-monitor/README.md,,,monitor,,configuration,optimization,,,,,3
https://github.com/broadinstitute/cromwell/tree/87/docs/filesystems/HTTP.md,,configuration,,,configuration,,,,,simple,3
https://github.com/broadinstitute/cromwell/tree/87/docs/developers/bitesize/workflowExecution/workflowSubworkflowAndJobStores.md,recovering,,,,,,recovering,,,simpleton,3
https://github.com/broadinstitute/cromwell/tree/87/docs/developers/Instrumentation.md,,configuration,,,configure,queued,,,,,3
https://github.com/broadinstitute/cromwell/tree/87/docs/backends/Backends.md,,configuration,,depending,configuration,,,,,,3
https://github.com/broadinstitute/cromwell/tree/87/docs/Scaling.md,resiliency,deployment,,,,performing,,,,,3
https://github.com/broadinstitute/cromwell/tree/87/docs/Releases.md,available,releases,,wrapper,,,,,,,3
https://github.com/broadinstitute/cromwell/tree/87/README.md,available,install,,,,,,security,,,3
https://github.com/broadinstitute/cromwell/pull/4900#issuecomment-488295703,,,,synchronized,,performance,,,,clear,3
https://github.com/CliMA/Oceananigans.jl/tree/v0.93.2/docs/src/index.md,,,,interface,flexible,,,,,simple,3
https://github.com/CliMA/Oceananigans.jl/pull/894#issuecomment-685006190,,update,,,parameterized,,,,test,,3
https://github.com/CliMA/Oceananigans.jl/pull/590#issuecomment-775301066,,,,dependencies,refactoring,,,,tests,,3
https://github.com/CliMA/Oceananigans.jl/pull/478#issuecomment-546952192,,,allocated,,,,,,log,user experience,3
https://github.com/CliMA/Oceananigans.jl/pull/3818#issuecomment-2392162201,checkpoints,,,,rewrites,,,,,clearer,3
https://github.com/CliMA/Oceananigans.jl/pull/3396#issuecomment-1854245876,,,,interface,extend,,,,,simply,3
https://github.com/CliMA/Oceananigans.jl/issues/81#issuecomment-478100649,down,,,,,,,,tests,simple,3
https://github.com/CliMA/Oceananigans.jl/issues/3492#issuecomment-1973858990,,update,,,,,,,benchmarks,simple,3
https://github.com/CliMA/Oceananigans.jl/issues/259#issuecomment-600078394,,,,routines,extend,perform,,,,,3
https://github.com/CliMA/Oceananigans.jl/issues/1990#issuecomment-922529440,,,,integration,rewrite,,,,tests,,3
https://github.com/CliMA/Oceananigans.jl/issues/1990#issuecomment-922526970,,integration,,,rewrite,,,,tests,,3
https://github.com/COMBINE-lab/salmon/issues/87#issuecomment-246027704,,,,interfaces,,optimizations,,,,simply,3
https://github.com/COMBINE-lab/salmon/issues/331#issuecomment-447689917,,install,,dependencies,,,,,,simply,3
https://root.cern/root/html604/TTableSorter.html,,,,interface,inheritance,,,,,,2
https://root.cern/root/html604/TRootSniffer.html,,,,depending,,,,authorized,,,2
https://root.cern/root/html604/TRefArray.html,,,,message,inheritance,,,,,,2
https://root.cern/root/html604/TRecorder.html,,,,,inheritance,,,,logfile,,2
https://root.cern/root/html604/TGeoChecker.html,,,,,,,safety,,tests,,2
https://root.cern/root/html604/TExec.html,,,,depending,,,,,test,,2
https://root.cern/root/html602/TRecorderState.html,,,,,inheritance,,,,logfile,,2
https://root.cern/root/html602/TRecEvent.html,,,,interface,,,,,logfile,,2
https://root.cern/root/html602/TGeoChecker.html,,,,,,,safety,,tests,,2
https://root.cern/root/html602/TExec.html,,,,depending,,,,,test,,2
https://root.cern/root/html534/TTreeCache.html,,,,,variable,cache,,,,,2
https://root.cern/root/html534/TGeoChecker.html,,,,,,,safety,,tests,,2
https://root.cern/root/html534/TExec.html,,,,depending,,,,,test,,2
https://root.cern/root/html534/RooSimWSTool.html,,,,depending,,,,,,simplest,2
https://root.cern/root/html532/TRecorder.html,,,,interface,,,,,logfile,,2
https://root.cern/root/html532/TExec.html,,,,depending,,,,,test,,2
https://root.cern/root/html530/TRecorder.html,,,,interface,,,,,logfile,,2
https://root.cern/root/html530/TExec.html,,,,depending,,,,,test,,2
https://root.cern/root/html530/ROOT__Fit__BinData.html,,,,wrapper,variable,,,,,,2
https://root.cern/root/html528/TGeoChecker.html,,,,,,,safety,,tests,,2
https://root.cern/root/html528/TExec.html,,,,depending,,,,,test,,2
https://root.cern/root/html528/RooSimWSTool.html,,,,depending,,,,,,simplest,2
https://root.cern/doc/v632/classTTreeCache.html,,,,,,cache,,,,learning,2
https://root.cern/doc/master/rf316__llratioplot_8C.html,,,reduce,,,,,,log,,2
https://root.cern/doc/master/classTTreeCache.html,available,,,,,cache,,,,,2
https://qutip.org/docs/4.7/guide/guide-saving.html,,,,,,loading,,,testing,,2
https://qutip.org/docs/4.4/changelog.html,,,,,,optimization,safety,,,,2
https://qutip.org/docs/4.2/changelog.html,,,,,enhancements,,safety,,,,2
https://qutip.org/docs/4.1/changelog.html,,,,,enhancements,performance,,,,,2
https://qutip.org/docs/3.1.0/changelog.html,,,,,enhanced,performance,,,,,2
https://psicode.org/psi4manual/master/prog_ways_to_add.html,,,,integration,plugins,,,,,,2
https://psicode.org/psi4manual/master/add_tests.html,,,,integration,,,,,test,,2
https://psicode.org/psi4manual/1.9.x/ecpint.html,,,,dependent,configure,,,,,,2
https://psicode.org/psi4manual/1.8.x/prog_ways_to_add.html,,,,integration,plugins,,,,,,2
https://psicode.org/psi4manual/1.8.x/plugins.html,,,,dependencies,plugin,,,,,,2
https://psicode.org/psi4manual/1.8.x/ecpint.html,,,,dependent,configure,,,,,,2
https://psicode.org/psi4manual/1.8.x/add_tests.html,,,,integration,,,,,test,,2
https://psicode.org/psi4manual/1.7.x/prog_ways_to_add.html,,,efficiently,integration,,,,,,,2
https://psicode.org/psi4manual/1.7.x/ecpint.html,,,,dependent,configure,,,,,,2
https://psicode.org/psi4manual/1.6.x/prog_ways_to_add.html,,,efficiently,integration,,,,,,,2
https://psicode.org/psi4manual/1.6.x/manage_addon.html,,,,integrate,variables,,,,,,2
https://psicode.org/psi4manual/1.6.x/introduction.html,,,,,,optimized,,,,simple,2
https://psicode.org/psi4manual/1.5.0/build_planning-1.html,,,,dependencies,configure,,,,,,2
https://psicode.org/psi4manual/1.4.0/prog_ways_to_add.html,,,,integration,,,,,,simplified,2
https://psicode.org/psi4manual/1.4.0/numpy.html,,,,interface,,,,,,simple,2
https://psicode.org/psi4manual/1.3.2/introduction-1.html,,,,,,,,access,,simple,2
https://psicode.org/psi4manual/1.3.2/external.html,,install,,,configure,,,,,,2
https://psicode.org/psi4manual/1.2.1/manage_addon-1.html,,,,integrate,variables,,,,,,2
https://psicode.org/psi4manual/1.2.1/introduction-1.html,,,,,,,,access,,simple,2
https://psicode.org/psi4manual/1.2.1/build_planning.html,,install,,,,,,,,guide,2
https://psicode.org/psi4manual/1.1.0/build_planning.html,,install,,dependencies,,,,,,,2
https://hail.is/docs/0.2/change_log.html,,,,,configuration,performance,,,,,2
https://hail.is/docs/0.2/_modules/hail/experimental/ldscsim.html,,,,depending,,,,,testing,,2
https://github.com/tum-pbs/PhiFlow/tree/3.1.0/docs/Package_Info.md,,,,integration,sandboxMode,,,,,,2
https://github.com/tum-pbs/PhiFlow/tree/3.1.0/docs/Fields.md,,,,interface,extend,,,,,,2
https://github.com/tum-pbs/PhiFlow/releases/tag/3.0.0,,,,,flexible,,,,,simplifying,2
https://github.com/tum-pbs/PhiFlow/pull/10#issuecomment-586942227,,,powerful,,,,,,,intuitive,2
https://github.com/su2code/SU2/releases/tag/v8.0.0,,,,,configuration,performance,,,,,2
https://github.com/su2code/SU2/releases/tag/v7.2.0,,,,,config,,,,,pause,2
https://github.com/su2code/SU2/pull/790#issuecomment-533259202,,,,,config,,,,,user-friendly,2
https://github.com/su2code/SU2/pull/649#issuecomment-462951152,,,,routine,,,,,testing,,2
https://github.com/su2code/SU2/pull/626#issuecomment-458177675,,,,depends,refactoring,,,,,,2
https://github.com/su2code/SU2/pull/586#issuecomment-424210049,,update,,,portability,,,,,,2
https://github.com/su2code/SU2/pull/494#issuecomment-357458143,,,,,config,,,,,clear,2
https://github.com/su2code/SU2/pull/244#issuecomment-191571633,,,,,config,,,,tests,,2
https://github.com/su2code/SU2/pull/1566#issuecomment-1073204565,,,,,config,,,,,simple,2
https://github.com/su2code/SU2/pull/1536#issuecomment-1050172065,,,,,variable,,,,,simple,2
https://github.com/su2code/SU2/pull/1174#issuecomment-827981242,,updated,,,,,,,tests,,2
https://github.com/su2code/SU2/pull/1010#issuecomment-640170715,,,,,adapt,,,,test,,2
https://github.com/su2code/SU2/issues/2138#issuecomment-1780159397,,,,,config,,,,,simple,2
https://github.com/stardist/stardist/issues/222#issuecomment-1445371166,,,,,variable,,,,,clear,2
https://github.com/sofa-framework/sofa/pull/917#issuecomment-461186420,,,efficient,,,,,,,clearer,2
https://github.com/sofa-framework/sofa/pull/436#issuecomment-333965790,,,,dependency,plugin,,,,,,2
https://github.com/sofa-framework/sofa/pull/2706#issuecomment-1056847653,,updated,,,,,,,,clearly,2
https://github.com/sofa-framework/sofa/pull/2438#issuecomment-963006116,,,,interface,inherit,,,,,,2
https://github.com/sofa-framework/sofa/pull/1552#issuecomment-712909548,,,,,extend,,,,test,,2
https://github.com/sofa-framework/sofa/pull/1552#issuecomment-712798002,,,,,extend,,,,test,,2
https://github.com/sofa-framework/sofa/pull/139#issuecomment-275626943,,,,depending,plugins,,,,,,2
https://github.com/sofa-framework/sofa/pull/1101#issuecomment-510040955,,,,dependency,plugin,,,,,,2
https://github.com/sofa-framework/sofa/issues/496#issuecomment-339581638,,,,,refactor,,,,,simply,2
https://github.com/sofa-framework/sofa/issues/4230#issuecomment-1758196797,,,,dependency,plugins,,,,,,2
https://github.com/sofa-framework/sofa/issues/3510#issuecomment-1333567910,,,,,variable,,,,,simply,2
https://github.com/sofa-framework/sofa/issues/242#issuecomment-295286672,,,,dependency,variable,,,,,,2
https://github.com/soedinglab/mmseqs2/wiki/Home/db4f2b7b760621280b38ecc5f49ef0a2ccaaf534.html,,,,,,scalability,,,test,,2
https://github.com/soedinglab/MMseqs2/tree/15-6f452/README.md,,,,interface,,scalability,,,,,2
https://github.com/soedinglab/MMseqs2/releases/tag/9-d36de,errors,,,,,,,,,progress bar,2
https://github.com/soedinglab/MMseqs2/releases/tag/2-23394,,,,,,optimized,,,,usability,2
https://github.com/soedinglab/MMseqs2/issues/319#issuecomment-645040050,,,,,,,avoid,,,simply,2
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.6.0.md,,,,,variable,,,,log,,2
https://github.com/scverse/scanpy/tree/1.10.2/docs/release-notes/1.5.0.md,,,,,layers,load,,,,,2
https://github.com/scverse/scanpy/tree/1.10.2/docs/dev/testing.md,,release,,,,,,,tests,,2
https://github.com/scverse/scanpy/pull/457#issuecomment-460063977,,,,interfaces,,,,,,clearly,2
https://github.com/scverse/scanpy/pull/425#issuecomment-456065730,,,,,extend,,,,,feedback,2
https://github.com/scverse/scanpy/pull/1732#issuecomment-801986131,,,,,adapted,,,,test,,2
https://github.com/scverse/scanpy/pull/1715#issuecomment-799276115,,,,messages,,,,,,simplicity,2
https://github.com/scverse/scanpy/pull/1715#issuecomment-795469189,,,,interface,config,,,,,,2
https://github.com/scverse/scanpy/pull/1715#issuecomment-794790768,,installed,,,config,,,,,,2
https://github.com/scverse/scanpy/pull/125#issuecomment-382002082,,,,interface,,,,,,user experience,2
https://github.com/scverse/scanpy/pull/125#issuecomment-381980880,,install,,,maintainability,,,,,,2
https://github.com/scverse/scanpy/issues/95#issuecomment-369863247,,,,wrapper,,,,,,simple,2
https://github.com/scverse/scanpy/issues/373#issuecomment-445181839,,,,protocol,,,,,,simply,2
https://github.com/scverse/scanpy/issues/265#issuecomment-509063881,,,,integrate,plugins,,,,,,2
https://github.com/scipipe/scipipe/tree/v0.12.0/docs/install.md,,installing,,,,,,,,simple,2
https://github.com/scipipe/scipipe/tree/v0.12.0/docs/howtos/plot_workflow_graph.md,,,,dependencies,variable,,,,,,2
https://github.com/root-project/root/pull/8596#issuecomment-879770741,,,,depending,,,,,,clear,2
https://github.com/root-project/root/pull/747#issuecomment-313710392,,,reduced,,,bottleneck,,,,,2
https://github.com/root-project/root/pull/6875#issuecomment-740762392,,,,,variables,load,,,,,2
https://github.com/root-project/root/pull/5772#issuecomment-638212832,,,,message,,,,,,simple,2
https://github.com/root-project/root/pull/3746#issuecomment-487528334,,integrated,,integrated,,,,,,,2
https://github.com/root-project/root/pull/1680#issuecomment-375310840,,,,,configuration,,,,test,,2
https://github.com/root-project/root/pull/13808#issuecomment-1893308958,,,reduces,,,,,,test,,2
https://github.com/root-project/root/pull/13641#issuecomment-1723409634,,,allocate,,,,,,test,,2
https://github.com/root-project/root/pull/12363#issuecomment-1581162133,,updated,,,,,,,tests,,2
https://github.com/root-project/root/pull/12121#issuecomment-1405524377,,updated,,,,,,,,clearer,2
https://github.com/root-project/root/pull/1127#issuecomment-334141079,,,,,,load,avoiding,,,,2
https://github.com/root-project/root/pull/11027#issuecomment-1192710542,,,,,,,,expose,test,,2
https://github.com/root-project/root/issues/8308#issuecomment-856211883,,,,,evolve,,,,,simpler,2
https://github.com/root-project/root/issues/8098#issuecomment-832859001,,,,,config,,,,,clearly,2
https://github.com/root-project/root/issues/12729#issuecomment-1527829256,,release-notes,,,,optimization,,,,,2
https://github.com/root-project/root/issues/12307#issuecomment-1542423864,,,,,,,,,test,clear,2
https://github.com/root-project/root/issues/12164#issuecomment-1410380142,,,,,variable,,,,,simple,2
https://github.com/root-project/root/issues/10928#issuecomment-1947173074,,,,,adapted,,,,,simplification,2
https://github.com/qutip/qutip/tree/v5.0.4/qutip/tests/solver/test_mcsolve.py,,,,,coupling,,,,test,,2
https://github.com/qutip/qutip/tree/v5.0.4/qutip/tests/core/test_expect.py,,,,,layers,,,,test,,2
https://github.com/qutip/qutip/tree/v5.0.4/doc/guide/guide-states.rst,,,,dependence,,,,,testcode,,2
https://github.com/qutip/qutip/tree/v5.0.4/doc/development/ideas/qutip-interactive.rst,,,,interface,,,,,,simple,2
https://github.com/qutip/qutip/pull/502#issuecomment-230108497,,,,,,performed,,,test,,2
https://github.com/qutip/qutip/pull/1947#issuecomment-1174438897,,,,integrator,,,,,,clear,2
https://github.com/qutip/qutip/pull/1947#issuecomment-1173137945,,,,integrator,,,,,,clear,2
https://github.com/qutip/qutip/pull/1879#issuecomment-1108749616,,,,,flexible,,,,,clearer,2
https://github.com/qutip/qutip/pull/1739#issuecomment-1041914233,,,,,variables,,,,test,,2
https://github.com/qutip/qutip/pull/1274#issuecomment-648113340,,,,interface,,,,,,clearer,2
https://github.com/qutip/qutip/pull/1274#issuecomment-641961716,,,efficient,,,,,,,simplifying,2
https://github.com/qutip/qutip/pull/1161#issuecomment-576003587,,,,integrating-with-setuptools-python-setup-py-test-pytest-runner,,,,,test-pytest-runner,,2
https://github.com/qutip/qutip/issues/377#issuecomment-150990762,,,,,,,,,test,guide,2
https://github.com/qutip/qutip/issues/1949#issuecomment-1176355115,error,,,,,,,,tests,,2
https://github.com/qutip/qutip/issues/1456#issuecomment-791925169,,,,,,,safer,,test,,2
https://github.com/qutip/qutip/issues/1437#issuecomment-775216824,,integrator,,,,,,,,clear,2
https://github.com/qutip/qutip/issues/1223#issuecomment-605711703,,,,dependent-Liouvillian,coupling,,,,,,2
https://github.com/qutip/qutip/issues/1217#issuecomment-604011776,,,,depend,,,,,testing,,2
https://github.com/qupath/qupath/releases/tag/v0.5.0-rc1,,release,,,,,,,,feedback,2
https://github.com/qupath/qupath/pull/666#issuecomment-787868344,,,,,,,avoid,,,intuitively,2
https://github.com/qupath/qupath/pull/1488#issuecomment-2025049875,,,,,maintainable,loading,,,,,2
https://github.com/qupath/qupath/issues/80#issuecomment-305385370,,,,,,,detection,,,simpler,2
https://github.com/qupath/qupath/issues/629#issuecomment-1723504495,,release,,interface,,,,,,,2
https://github.com/qupath/qupath/issues/627#issuecomment-715899157,,,,integrate,,,,,test,,2
https://github.com/qupath/qupath/issues/27#issuecomment-262733775,,,,wrap,,,,,tested,,2
https://github.com/qupath/qupath/issues/200#issuecomment-411335497,,,,,plugin,,,,,simple,2
https://github.com/qupath/qupath/issues/1537#issuecomment-2139836229,,,,interface,,,,,,simple,2
https://github.com/qupath/qupath/issues/1487#issuecomment-2277243206,available,,,,,,,,,undo,2
https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/gau2grid.rst,,configuration,,dependent,,,,,,,2
https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/external.rst,,,energy,,,,safe,,,,2
https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/attic/progtestsuite.rst,,,,,configure,,,,test,,2
https://github.com/psi4/psi4/releases/tag/v1.5,,,energy,,,performance,,,,,2
https://github.com/psi4/psi4/pull/437#issuecomment-235363935,,,,,,,,,tests,clear,2
https://github.com/psi4/psi4/pull/2824#issuecomment-1337777780,,,schedule,,,,,,,guided,2
https://github.com/psi4/psi4/pull/2378#issuecomment-989020297,,,schedules,,,load,,,,,2
https://github.com/psi4/psi4/pull/1999#issuecomment-683300840,,,,,,,,,test,simplified,2
https://github.com/psi4/psi4/pull/1042#issuecomment-433444074,,,,,,,,,test,clearer,2
https://github.com/psi4/psi4/issues/468#issuecomment-249025979,,,,,,,detected,,,guide,2
https://github.com/psi4/psi4/issues/2687#issuecomment-1358169826,,,,,,,,,tests,simple,2
https://github.com/psi4/psi4/issues/2631#issuecomment-1212141916,,,energy,,,,,,,clearly,2
https://github.com/psi4/psi4/issues/2236#issuecomment-875260933,,,,,,,,,testing,clearly,2
https://github.com/psi4/psi4/issues/1763#issuecomment-560457075,,,,routine,,performance,,,,,2
https://github.com/openbabel/openbabel/issues/2216#issuecomment-626613645,,release,,,,,,,,feedback,2
https://github.com/openbabel/openbabel/issues/1884#issuecomment-420287938,down,,,,,,,,,clear,2
https://github.com/hail-is/hail/tree/0.2.133/hail/python/hailtop/auth/auth.py,,,,,configured,,,access,,,2
https://github.com/hail-is/hail/tree/0.2.133/hail/python/hail/docs/cloud/azure.rst,,installations,,,,,,password,,,2
https://github.com/hail-is/hail/tree/0.2.133/dev-docs/services/gateways.md,,updates,,routing,,,,,,,2
https://github.com/hail-is/hail/tree/0.2.133/dev-docs/services/auth/identity-management.md,,,,depend,,,,access,,,2
https://github.com/hail-is/hail/tree/0.2.133/dev-docs/hail-overview.md,,deployed,,interfaces,,,,,,,2
https://github.com/hail-is/hail/pull/9842#issuecomment-767112772,,configuration,,,configuration,,,,,,2
https://github.com/hail-is/hail/pull/7614#issuecomment-559072407,,,,interface,variable,,,,,,2
https://github.com/hail-is/hail/pull/6605#issuecomment-510677139,,,,,,,safe,,tests,,2
https://github.com/hail-is/hail/pull/4931#issuecomment-448652812,,,efficient,,,optimizations,,,,,2
https://github.com/hail-is/hail/pull/4931#issuecomment-447583569,,,,route-matching,,performance,,,,,2
https://github.com/hail-is/hail/pull/1147#issuecomment-265653872,,,,,,,,,test,simple,2
https://github.com/hail-is/hail/pull/1145#issuecomment-266934335,,update,,,,,,,,guide,2
https://github.com/hail-is/hail/pull/1144#issuecomment-266934292,,update,,,,,,,,guide,2
https://github.com/hail-is/hail/pull/1114#issuecomment-266934270,,update,,,,,,,,guide,2
https://github.com/hail-is/hail/pull/10606#issuecomment-866034244,,,,,,,avoid,,test,,2
https://github.com/hail-is/hail/pull/10512#issuecomment-852084745,,,,,,performance,,,,feedback,2
https://github.com/google/deepvariant/tree/v1.6.1/docs/README.md,,release,,,,,,,,simplex,2
https://github.com/google/deepvariant/releases/tag/v0.7.2,,,,,configurable,performance,,,,,2
https://github.com/google/deepvariant/pull/365#issuecomment-720871901,,,,depends,,,,,,simply,2
https://github.com/google/deepvariant/issues/87#issuecomment-413745335,,,,,config,,,,,simple,2
https://github.com/google/deepvariant/issues/666#issuecomment-1602118672,reliable,,,,,,,,logic,,2
https://github.com/google/deepvariant/issues/518#issuecomment-1696738838,,,,,adapting,,,,,simplified,2
https://github.com/google/deepvariant/issues/197#issuecomment-512127253,,,,,,performing,,,,simply,2
https://github.com/google/deepvariant/issues/101#issuecomment-430171385,,installs,,wrapper,,,,,,,2
https://github.com/broadinstitute/gatk/releases/tag/4.beta.4,,,reduce,,,performance,,,,,2
https://github.com/broadinstitute/gatk/releases/tag/4.1.1.0,,,,,,performance,,,tests,,2
https://github.com/broadinstitute/gatk/releases/tag/4.1.0.0,error,,,,,optimized,,,,,2
https://github.com/broadinstitute/gatk/releases/tag/4.0.5.0,downloaded,,,,,performance,,,,,2
https://github.com/broadinstitute/gatk/pull/911#issuecomment-142750080,,,,,refactor,,,,,feedback,2
https://github.com/broadinstitute/gatk/pull/6885#issuecomment-896328697,,,,,,,,,testing,clear,2
https://github.com/broadinstitute/gatk/pull/6113#issuecomment-640870830,,,,,refactored,,,,tests,,2
