id,quality_attribute,keyword,matched_word,match_idx,sentence,source,filename,author,repo,version,wiki,url
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__cc_maxiter-1.html:490,Deployability,update,updated,490,"﻿. CC_MAXITER — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». CC_MAXITER¶. Type: integer; Default: 50. Previous topic; CACHELEVEL; Next topic; CUTOFF; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__cc_maxiter-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__cc_maxiter-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__e_convergence.html:501,Deployability,update,updated,501,"﻿. E_CONVERGENCE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». E_CONVERGENCE¶. Type: conv double; Default: 1e-8. Previous topic; DO_SOS; Next topic; HESS_TYPE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__e_convergence.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__e_convergence.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__hess_type-1.html:520,Deployability,update,updated,520,"﻿. HESS_TYPE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». HESS_TYPE¶. Type: string; Possible Values: NONE; Default: NONE. Previous topic; E_CONVERGENCE; Next topic; LEVEL_SHIFT; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__hess_type-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__hess_type-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__hess_type.html:520,Deployability,update,updated,520,"﻿. HESS_TYPE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». HESS_TYPE¶. Type: string; Possible Values: NONE; Default: NONE. Previous topic; E_CONVERGENCE; Next topic; LEVEL_SHIFT; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__hess_type.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__hess_type.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__level_shift-1.html:508,Deployability,update,updated,508,"﻿. LEVEL_SHIFT — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». LEVEL_SHIFT¶. Type: double; Default: 0.02. Previous topic; HESS_TYPE; Next topic; MAX_MOGRAD_CONVERGENCE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__level_shift-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__level_shift-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__level_shift.html:508,Deployability,update,updated,508,"﻿. LEVEL_SHIFT — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». LEVEL_SHIFT¶. Type: double; Default: 0.02. Previous topic; HESS_TYPE; Next topic; MAX_MOGRAD_CONVERGENCE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__level_shift.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__level_shift.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__max_mograd_convergence-1.html:525,Deployability,update,updated,525,"﻿. MAX_MOGRAD_CONVERGENCE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MAX_MOGRAD_CONVERGENCE¶. Type: conv double; Default: 1e-4. Previous topic; LEVEL_SHIFT; Next topic; MO_MAXITER; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__max_mograd_convergence-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__max_mograd_convergence-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__max_mograd_convergence.html:525,Deployability,update,updated,525,"﻿. MAX_MOGRAD_CONVERGENCE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MAX_MOGRAD_CONVERGENCE¶. Type: conv double; Default: 1e-4. Previous topic; LEVEL_SHIFT; Next topic; MO_MAXITER; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__max_mograd_convergence.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__max_mograd_convergence.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_maxiter-1.html:503,Deployability,update,updated,503,"﻿. MO_MAXITER — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_MAXITER¶. Type: integer; Default: 50. Previous topic; MAX_MOGRAD_CONVERGENCE; Next topic; MO_READ; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_maxiter-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_maxiter-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_maxiter.html:503,Deployability,update,updated,503,"﻿. MO_MAXITER — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_MAXITER¶. Type: integer; Default: 50. Previous topic; MAX_MOGRAD_CONVERGENCE; Next topic; MO_READ; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_maxiter.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_maxiter.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_read-1.html:538,Deployability,update,updated,538,"﻿. MO_READ — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_READ¶. Do read coefficient matrices from psi files?. Type: boolean; Default: false. Previous topic; MO_MAXITER; Next topic; MO_STEP_MAX; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_read-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_read-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_read.html:538,Deployability,update,updated,538,"﻿. MO_READ — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_READ¶. Do read coefficient matrices from psi files?. Type: boolean; Default: false. Previous topic; MO_MAXITER; Next topic; MO_STEP_MAX; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_read.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_read.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_step_max-1.html:491,Deployability,update,updated,491,"﻿. MO_STEP_MAX — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_STEP_MAX¶. Type: double; Default: 0.5. Previous topic; MO_READ; Next topic; MO_WRITE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_step_max-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_step_max-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_step_max.html:491,Deployability,update,updated,491,"﻿. MO_STEP_MAX — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_STEP_MAX¶. Type: double; Default: 0.5. Previous topic; MO_READ; Next topic; MO_WRITE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_step_max.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_step_max.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_write-1.html:541,Deployability,update,updated,541,"﻿. MO_WRITE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_WRITE¶. Do write coefficient matrices to psi files?. Type: boolean; Default: false. Previous topic; MO_STEP_MAX; Next topic; MP2_OS_SCALE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_write-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_write-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_write.html:541,Deployability,update,updated,541,"﻿. MO_WRITE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MO_WRITE¶. Do write coefficient matrices to psi files?. Type: boolean; Default: false. Previous topic; MO_STEP_MAX; Next topic; MP2_OS_SCALE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mo_write.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mo_write.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_os_scale-1.html:502,Deployability,update,updated,502,"﻿. MP2_OS_SCALE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MP2_OS_SCALE¶. Type: double; Default: 6.0/5.0. Previous topic; MO_WRITE; Next topic; MP2_SS_SCALE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mp2_os_scale-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_os_scale-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_os_scale.html:502,Deployability,update,updated,502,"﻿. MP2_OS_SCALE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MP2_OS_SCALE¶. Type: double; Default: 6.0/5.0. Previous topic; MO_WRITE; Next topic; MP2_SS_SCALE; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mp2_os_scale.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_os_scale.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_ss_scale-1.html:502,Deployability,update,updated,502,"﻿. MP2_SS_SCALE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MP2_SS_SCALE¶. Type: double; Default: 1.0/3.0. Previous topic; MP2_OS_SCALE; Next topic; NAT_ORBS; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mp2_ss_scale-1.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_ss_scale-1.html
https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_ss_scale.html:502,Deployability,update,updated,502,"﻿. MP2_SS_SCALE — PSI4 [beta2] documentation. Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». MP2_SS_SCALE¶. Type: double; Default: 1.0/3.0. Previous topic; MP2_OS_SCALE; Next topic; NAT_ORBS; This Page. Show Source. Quick search. Enter search terms or a module, class or function name.; . Navigation. index. modules |. next |. previous |; PSI4 [beta2] » ; Appendices »; Keywords by Module »; OMP2 ». © Copyright 2012, Psi4 Project.; Last updated on Sep 30, 2012.; Created using Sphinx 1.1.3.; . ",MatchSource.WIKI,psi4manual/4.0b2/autodir_options_c/omp2__mp2_ss_scale.html,psi4,psi4,v1.9.1,https://psicode.org,https://psicode.org/psi4manual/4.0b2/autodir_options_c/omp2__mp2_ss_scale.html
