quality_attribute,keyword,matched_word,sentence,source,author,repo,version,wiki,url
Testability,test,tests,|---|---|---|; | [phi/app/\_app.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL2FwcC9fYXBwLnB5) | `76.11% <ø> (+37.72%)` | :arrow_up: |; | [phi/app/\_dash/dash\_plotting.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL2FwcC9fZGFzaC9kYXNoX3Bsb3R0aW5nLnB5) | `8.11% <0.00%> (ø)` | |; | [phi/field/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [phi/math/backend/\_optim.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL21hdGgvYmFja2VuZC9fb3B0aW0ucHk=) | `96.55% <ø> (ø)` | |; | [phi/physics/advect.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL3BoeXNpY3MvYWR2ZWN0LnB5) | `98.48% <ø> (+80.57%)` | :arrow_up: |; | [phi/torch/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL3RvcmNoL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_track.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fdHJhY2sucHk=) | `96.15% <ø> (ø)` | |; | [tests/commit/physics/test\_legacy.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L3BoeXNpY3MvdGVzdF9sZWdhY3kucHk=) | `100.00% <ø> (ø)` | |; | [phi/physics/\_fluid\_legacy.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL3BoeXNpY3MvX2ZsdWlkX2xlZ2FjeS5weQ==) | `80.26% <33.33%> (-14.82%)` | :arrow_down: |; | [phi/field/\_mask.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19tYXNrLnB5) | `87.09% <50.00%> (-1.37%)` | :arrow_down: |; | ... and [133 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree-more) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29?src=pr&el=continue).; > **Legend** - [Click here to learn more](https://docs.codec,MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/29#issuecomment-789888293
Usability,learn,learn,".py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [phi/math/backend/\_optim.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL21hdGgvYmFja2VuZC9fb3B0aW0ucHk=) | `96.55% <ø> (ø)` | |; | [phi/physics/advect.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL3BoeXNpY3MvYWR2ZWN0LnB5) | `98.48% <ø> (+80.57%)` | :arrow_up: |; | [phi/torch/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL3RvcmNoL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_track.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fdHJhY2sucHk=) | `96.15% <ø> (ø)` | |; | [tests/commit/physics/test\_legacy.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L3BoeXNpY3MvdGVzdF9sZWdhY3kucHk=) | `100.00% <ø> (ø)` | |; | [phi/physics/\_fluid\_legacy.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL3BoeXNpY3MvX2ZsdWlkX2xlZ2FjeS5weQ==) | `80.26% <33.33%> (-14.82%)` | :arrow_down: |; | [phi/field/\_mask.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19tYXNrLnB5) | `87.09% <50.00%> (-1.37%)` | :arrow_down: |; | ... and [133 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29/diff?src=pr&el=tree-more) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29?src=pr&el=continue).; > **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta); > `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`; > Powered by [Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29?src=pr&el=footer). Last update [6423fe0...f181f15](https://codecov.io/gh/tum-pbs/PhiFlow/pull/29?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/29#issuecomment-789888293
Deployability,update,update,"io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL190cm91Ymxlc2hvb3QucHk=) | `61.05% <ø> (ø)` | |; | [phi/field/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [phi/jax/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL2pheC9fX2luaXRfXy5weQ==) | `100.00% <ø> (ø)` | |; | [phi/math/backend/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL21hdGgvYmFja2VuZC9fX2luaXRfXy5weQ==) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_functions.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fZnVuY3Rpb25zLnB5) | `99.79% <ø> (+0.30%)` | :arrow_up: |; | [tests/commit/math/test\_\_nd.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fbmQucHk=) | `100.00% <ø> (+16.39%)` | :arrow_up: |; | [tests/commit/math/test\_\_shape.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fc2hhcGUucHk=) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_trace.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fdHJhY2UucHk=) | `100.00% <ø> (ø)` | |; | ... and [110 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree-more) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=continue).; > **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta); > `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`; > Powered by [Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=footer). Last update [f181f15...dfdb433](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/31#issuecomment-801031364
Testability,test,tests, | |; |---|---|---|; | [demos/profile\_navier\_stokes.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-ZGVtb3MvcHJvZmlsZV9uYXZpZXJfc3Rva2VzLnB5) | `100.00% <ø> (ø)` | |; | [phi/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL19faW5pdF9fLnB5) | `85.71% <ø> (+23.80%)` | :arrow_up: |; | [phi/\_troubleshoot.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL190cm91Ymxlc2hvb3QucHk=) | `61.05% <ø> (ø)` | |; | [phi/field/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [phi/jax/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL2pheC9fX2luaXRfXy5weQ==) | `100.00% <ø> (ø)` | |; | [phi/math/backend/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL21hdGgvYmFja2VuZC9fX2luaXRfXy5weQ==) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_functions.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fZnVuY3Rpb25zLnB5) | `99.79% <ø> (+0.30%)` | :arrow_up: |; | [tests/commit/math/test\_\_nd.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fbmQucHk=) | `100.00% <ø> (+16.39%)` | :arrow_up: |; | [tests/commit/math/test\_\_shape.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fc2hhcGUucHk=) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_trace.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fdHJhY2UucHk=) | `100.00% <ø> (ø)` | |; | ... and [110 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree-more) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=continue).; > **Legend** - [Click here to learn ,MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/31#issuecomment-801031364
Usability,learn,learn,"io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL190cm91Ymxlc2hvb3QucHk=) | `61.05% <ø> (ø)` | |; | [phi/field/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL2ZpZWxkL19faW5pdF9fLnB5) | `100.00% <ø> (ø)` | |; | [phi/jax/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL2pheC9fX2luaXRfXy5weQ==) | `100.00% <ø> (ø)` | |; | [phi/math/backend/\_\_init\_\_.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-cGhpL21hdGgvYmFja2VuZC9fX2luaXRfXy5weQ==) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_functions.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fZnVuY3Rpb25zLnB5) | `99.79% <ø> (+0.30%)` | :arrow_up: |; | [tests/commit/math/test\_\_nd.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fbmQucHk=) | `100.00% <ø> (+16.39%)` | :arrow_up: |; | [tests/commit/math/test\_\_shape.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fc2hhcGUucHk=) | `100.00% <ø> (ø)` | |; | [tests/commit/math/test\_\_trace.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree#diff-dGVzdHMvY29tbWl0L21hdGgvdGVzdF9fdHJhY2UucHk=) | `100.00% <ø> (ø)` | |; | ... and [110 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree-more) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=continue).; > **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta); > `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`; > Powered by [Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=footer). Last update [f181f15...dfdb433](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/31#issuecomment-801031364
Deployability,update,update,"ull/31/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None#diff-cGhpL21hdGgvYmFja2VuZC9fcHJvZmlsZS5weQ==) | `81.48% <ø> (-2.40%)` | :arrow_down: |; | [phi/math/extrapolation.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None#diff-cGhpL21hdGgvZXh0cmFwb2xhdGlvbi5weQ==) | `86.79% <ø> (+4.34%)` | :arrow_up: |; | [phi/physics/\_boundaries.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None#diff-cGhpL3BoeXNpY3MvX2JvdW5kYXJpZXMucHk=) | `85.29% <ø> (-4.00%)` | :arrow_down: |; | ... and [158 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None).; > **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None); > `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`; > Powered by [Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=footer&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None). Last update [cc87c58...7f5349f](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=lastupdated&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None).",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/31#issuecomment-823029108
Usability,learn,learn,"ull/31/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None#diff-cGhpL21hdGgvYmFja2VuZC9fcHJvZmlsZS5weQ==) | `81.48% <ø> (-2.40%)` | :arrow_down: |; | [phi/math/extrapolation.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None#diff-cGhpL21hdGgvZXh0cmFwb2xhdGlvbi5weQ==) | `86.79% <ø> (+4.34%)` | :arrow_up: |; | [phi/physics/\_boundaries.py](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None#diff-cGhpL3BoeXNpY3MvX2JvdW5kYXJpZXMucHk=) | `85.29% <ø> (-4.00%)` | :arrow_down: |; | ... and [158 more](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31/diff?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None) | |. ------. [Continue to review full report at Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None).; > **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None); > `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`; > Powered by [Codecov](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=footer&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None). Last update [cc87c58...7f5349f](https://codecov.io/gh/tum-pbs/PhiFlow/pull/31?src=pr&el=lastupdated&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=None).",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/pull/31#issuecomment-823029108
Availability,error,error,"Thank you for testing the latest version!; The error is in the line `buoyancy_force = smoke * (0, 0.5) >> velocity` where the scalar `smoke` field is converted to a vector field. In 3D, it needs 3 components, e.g. `smoke * (0, 0, 0.5)`.; I'll make the error message clearer. In Google Colab, the fixed version seems to freeze but it runs fine on my machine. Can you confirm this?",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/issues/37#issuecomment-874340175
Integrability,message,message,"Thank you for testing the latest version!; The error is in the line `buoyancy_force = smoke * (0, 0.5) >> velocity` where the scalar `smoke` field is converted to a vector field. In 3D, it needs 3 components, e.g. `smoke * (0, 0, 0.5)`.; I'll make the error message clearer. In Google Colab, the fixed version seems to freeze but it runs fine on my machine. Can you confirm this?",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/issues/37#issuecomment-874340175
Testability,test,testing,"Thank you for testing the latest version!; The error is in the line `buoyancy_force = smoke * (0, 0.5) >> velocity` where the scalar `smoke` field is converted to a vector field. In 3D, it needs 3 components, e.g. `smoke * (0, 0, 0.5)`.; I'll make the error message clearer. In Google Colab, the fixed version seems to freeze but it runs fine on my machine. Can you confirm this?",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/issues/37#issuecomment-874340175
Usability,clear,clearer,"Thank you for testing the latest version!; The error is in the line `buoyancy_force = smoke * (0, 0.5) >> velocity` where the scalar `smoke` field is converted to a vector field. In 3D, it needs 3 components, e.g. `smoke * (0, 0, 0.5)`.; I'll make the error message clearer. In Google Colab, the fixed version seems to freeze but it runs fine on my machine. Can you confirm this?",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/issues/37#issuecomment-874340175
Usability,simpl,simple,"Aha, that fixed it! So I have a follow up question with staggered_grid, it's outputting a 65^3 grid [in my case it's 64^3 for density] . I assume the extra cell is covering the overlaps once you resample to a uniform grid. I'm curious if it's always going to be dim+1, or if there's something simple I'm overlooking. I can always resample again to 64^3 but wondering if there's a better way to make sure I can export my densities and velocities from sims at the same resolution.",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/issues/38#issuecomment-921080448
Usability,simpl,simple,"What about seeding the Noise? Maybe I'm looking to generate random inflows of velocity - can you show a simple example of one? Adding randomized ones together is trivial enough, but not sure if there's some shortcuts to deal w/velocity inflows. Like can I create noise spheres to act as emitters on the velocity field?",MatchSource.ISSUE_COMMENT,tum-pbs,PhiFlow,3.1.0,,https://github.com/tum-pbs/PhiFlow/issues/41#issuecomment-929676154
