filename,ext,element_type,constant,constant.name,constant.value,embedding,author,repo_name,tag,import,import.from,import.name,function.name,function.parameters,import.path,class.name,method.name,method.parameters,class.field,class.instance_field,method.type,function.type,function.docstring,field.name,class.base,field.default,method.decorator
sentence_splitting_evaluation.py,python,function,,,,"Function: evaluate_sentence_splitting(model_path: str,
                                data_directory: str,
                                rule_segmenter: bool = False,
                                custom_tokenizer: bool = False,
                                citation_data_path: str = None)",allenai,scispacy,v0.5.4,,,,evaluate_sentence_splitting,"(model_path: str,
                                data_directory: str,
                                rule_segmenter: bool = False,
                                custom_tokenizer: bool = False,
                                citation_data_path: str = None)",,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,import,,,,Import: argparse,allenai,scispacy,v0.5.4,import argparse,,argparse,,,,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,import,,,,Import: os,allenai,scispacy,v0.5.4,import os,,os,,,,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,import,,,,Import: sys,allenai,scispacy,v0.5.4,import sys,,sys,,,,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,import,,,,Import: json,allenai,scispacy,v0.5.4,import json,,json,,,,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,import,,,,Import: spacy,allenai,scispacy,v0.5.4,import spacy,,spacy,,,,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,local_import,,,,Import: combined_rule_sentence_segmenter from scispacy.custom_sentence_segmenter,allenai,scispacy,v0.5.4,from scispacy.custom_sentence_segmenter import combined_rule_sentence_segmenter,scispacy.custom_sentence_segmenter,combined_rule_sentence_segmenter,,,scispacy.custom_sentence_segmenter,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,local_import,,,,Import: remove_new_lines from scispacy.custom_tokenizer,allenai,scispacy,v0.5.4,"from scispacy.custom_tokenizer import remove_new_lines, combined_rule_tokenizer",scispacy.custom_tokenizer,remove_new_lines,,,scispacy.custom_tokenizer,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,local_import,,,,Import: combined_rule_tokenizer from scispacy.custom_tokenizer,allenai,scispacy,v0.5.4,"from scispacy.custom_tokenizer import remove_new_lines, combined_rule_tokenizer",scispacy.custom_tokenizer,combined_rule_tokenizer,,,scispacy.custom_tokenizer,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,,,,,File: evaluation,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
sentence_splitting_evaluation.py,python,,,,,Directory: evaluation\sentence_splitting_evaluation.py,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
abbreviation.py,python,class_field,,,,Class field: [instance] AbbreviationDetector.matcher = Matcher(nlp.vocab),allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,__init__,"(
        self,
        nlp: Language,
        name: str = ""abbreviation_detector"",
        make_serializable: bool = False,
    )",self.matcher = Matcher(nlp.vocab),self.matcher = Matcher(nlp.vocab),,,,,,,
abbreviation.py,python,class_field,,,,"Class field: [instance] AbbreviationDetector.matcher.add(""parenthesis"", [[{""ORTH"": ""(""}, {""OP"": ""+""}, {""ORTH"": "")""}]])",allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,__init__,"(
        self,
        nlp: Language,
        name: str = ""abbreviation_detector"",
        make_serializable: bool = False,
    )","self.matcher.add(""parenthesis"", [[{""ORTH"": ""(""}, {""OP"": ""+""}, {""ORTH"": "")""}]])","self.matcher.add(""parenthesis"", [[{""ORTH"": ""(""}, {""OP"": ""+""}, {""ORTH"": "")""}]])",,,,,,,
abbreviation.py,python,class_field,,,,Class field: [instance] AbbreviationDetector.make_serializable = make_serializable,allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,__init__,"(
        self,
        nlp: Language,
        name: str = ""abbreviation_detector"",
        make_serializable: bool = False,
    )",self.make_serializable = make_serializable,self.make_serializable = make_serializable,,,,,,,
abbreviation.py,python,class_field,,,,Class field: [instance] AbbreviationDetector.global_matcher = Matcher(nlp.vocab),allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,__init__,"(
        self,
        nlp: Language,
        name: str = ""abbreviation_detector"",
        make_serializable: bool = False,
    )",self.global_matcher = Matcher(nlp.vocab),self.global_matcher = Matcher(nlp.vocab),,,,,,,
abbreviation.py,python,class_method,,,,"Class method: AbbreviationDetector.__init__(
        self,
        nlp: Language,
        name: str = ""abbreviation_detector"",
        make_serializable: bool = False,
    ) -> None",allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,__init__,"(
        self,
        nlp: Language,
        name: str = ""abbreviation_detector"",
        make_serializable: bool = False,
    )",,,None,,,,,,
abbreviation.py,python,class_method,,,,"Class method: AbbreviationDetector.find(self, span: Span, doc: Doc) -> Tuple[Span, Set[Span]]",allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,find,"(self, span: Span, doc: Doc)",,,"Tuple[Span, Set[Span]]",,,,,,
abbreviation.py,python,class_method,,,,"Class method: AbbreviationDetector.__call__(self, doc: Doc) -> Doc",allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,__call__,"(self, doc: Doc)",,,Doc,,,,,,
abbreviation.py,python,class_method,,,,"Class method: AbbreviationDetector.find_matches_for(
        self, filtered: List[Tuple[Span, Span]], doc: Doc
    ) -> List[Tuple[Span, Set[Span]]]",allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,find_matches_for,"(
        self, filtered: List[Tuple[Span, Span]], doc: Doc
    )",,,"List[Tuple[Span, Set[Span]]]",,,,,,
abbreviation.py,python,class_method,,,,"Class method: AbbreviationDetector.make_short_form_serializable(self, abbreviation: Span)",allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,make_short_form_serializable,"(self, abbreviation: Span)",,,,,,,,,
abbreviation.py,python,class,,,,Class: AbbreviationDetector,allenai,scispacy,v0.5.4,,,,,,,AbbreviationDetector,,,,,,,,,,,
abbreviation.py,python,function,,,,"Function: find_abbreviation(
    long_form_candidate: Span, short_form_candidate: Span
) -> Tuple[Span, Optional[Span]]",allenai,scispacy,v0.5.4,,,,find_abbreviation,"(
    long_form_candidate: Span, short_form_candidate: Span
)",,,,,,,,"Tuple[Span, Optional[Span]]",,,,,
abbreviation.py,python,function,,,,Function: span_contains_unbalanced_parentheses(span: Span) -> bool,allenai,scispacy,v0.5.4,,,,span_contains_unbalanced_parentheses,(span: Span),,,,,,,,bool,,,,,
abbreviation.py,python,function,,,,"Function: filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",allenai,scispacy,v0.5.4,,,,filter_matches,"(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
)",,,,,,,,"List[Tuple[Span, Span]]","# Filter into two cases:",,,,
abbreviation.py,python,function,,,,"Function: filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",allenai,scispacy,v0.5.4,,,,filter_matches,"(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
)",,,,,,,,"List[Tuple[Span, Span]]","# 1. <Short Form> ( <Long Form> )",,,,
abbreviation.py,python,function,,,,"Function: filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",allenai,scispacy,v0.5.4,,,,filter_matches,"(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
)",,,,,,,,"List[Tuple[Span, Span]]","# 2. <Long Form> (<Short Form>) [this case is most common].",,,,
abbreviation.py,python,function,,,,Function: short_form_filter(span: Span) -> bool,allenai,scispacy,v0.5.4,,,,short_form_filter,(span: Span),,,,,,,,bool,"# All words are between length 2 and 10",,,,
abbreviation.py,python,import,,,,Import: Tuple from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Tuple,,,,,,,,,,,,,,,
abbreviation.py,python,import,,,,Import: List from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,List,,,,,,,,,,,,,,,
abbreviation.py,python,import,,,,Import: Optional from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Optional,,,,,,,,,,,,,,,
abbreviation.py,python,import,,,,Import: Set from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Set,,,,,,,,,,,,,,,
abbreviation.py,python,import,,,,Import: Dict from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Dict,,,,,,,,,,,,,,,
abbreviation.py,python,import,,,,Import: defaultdict from collections,allenai,scispacy,v0.5.4,from collections import defaultdict,collections,defaultdict,,,,,,,,,,,,,,,
abbreviation.py,python,local_import,,,,Import: Span from spacy.tokens,allenai,scispacy,v0.5.4,"from spacy.tokens import Span, Doc",spacy.tokens,Span,,,spacy.tokens,,,,,,,,,,,,
abbreviation.py,python,local_import,,,,Import: Doc from spacy.tokens,allenai,scispacy,v0.5.4,"from spacy.tokens import Span, Doc",spacy.tokens,Doc,,,spacy.tokens,,,,,,,,,,,,
abbreviation.py,python,local_import,,,,Import: Matcher from spacy.matcher,allenai,scispacy,v0.5.4,from spacy.matcher import Matcher,spacy.matcher,Matcher,,,spacy.matcher,,,,,,,,,,,,
abbreviation.py,python,local_import,,,,Import: Language from spacy.language,allenai,scispacy,v0.5.4,from spacy.language import Language,spacy.language,Language,,,spacy.language,,,,,,,,,,,,
abbreviation.py,python,,,,,File: scispacy,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
abbreviation.py,python,,,,,Directory: scispacy\abbreviation.py,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
base_project_code.py,python,function,,,,"Function: iter_sample(iterable: Iterable, sample_percent: float) -> Iterator",allenai,scispacy,v0.5.4,,,,iter_sample,"(iterable: Iterable, sample_percent: float)",,,,,,,,Iterator,,,,,
base_project_code.py,python,import,,,,Import: Optional from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Optional,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: Callable from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Callable,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: Iterable from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Iterable,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: Iterator from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Iterator,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: Path from pathlib,allenai,scispacy,v0.5.4,from pathlib import Path,pathlib,Path,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: random,allenai,scispacy,v0.5.4,import random,,random,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: itertools,allenai,scispacy,v0.5.4,import itertools,,itertools,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: spacy,allenai,scispacy,v0.5.4,import spacy,,spacy,,,,,,,,,,,,,,,
base_project_code.py,python,import,,,,Import: warnings,allenai,scispacy,v0.5.4,import warnings,,warnings,,,,,,,,,,,,,,,
base_project_code.py,python,local_import,,,,Import: Corpus from spacy.training,allenai,scispacy,v0.5.4,"from spacy.training import Corpus, Example",spacy.training,Corpus,,,spacy.training,,,,,,,,,,,,
base_project_code.py,python,local_import,,,,Import: Example from spacy.training,allenai,scispacy,v0.5.4,"from spacy.training import Corpus, Example",spacy.training,Example,,,spacy.training,,,,,,,,,,,,
base_project_code.py,python,local_import,,,,Import: Language from spacy.language,allenai,scispacy,v0.5.4,from spacy.language import Language,spacy.language,Language,,,spacy.language,,,,,,,,,,,,
base_project_code.py,python,local_import,,,,Import: combined_rule_tokenizer from scispacy.custom_tokenizer,allenai,scispacy,v0.5.4,from scispacy.custom_tokenizer import combined_rule_tokenizer,scispacy.custom_tokenizer,combined_rule_tokenizer,,,scispacy.custom_tokenizer,,,,,,,,,,,,
base_project_code.py,python,local_import,,,,Import: read_full_med_mentions from scispacy.data_util,allenai,scispacy,v0.5.4,"from scispacy.data_util import read_full_med_mentions, read_ner_from_tsv",scispacy.data_util,read_full_med_mentions,,,scispacy.data_util,,,,,,,,,,,,
base_project_code.py,python,local_import,,,,Import: read_ner_from_tsv from scispacy.data_util,allenai,scispacy,v0.5.4,"from scispacy.data_util import read_full_med_mentions, read_ner_from_tsv",scispacy.data_util,read_ner_from_tsv,,,scispacy.data_util,,,,,,,,,,,,
base_project_code.py,python,,,,,File: scispacy,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
base_project_code.py,python,,,,,Directory: scispacy\base_project_code.py,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
candidate_generation.py,python,class_field,,,,Class field: LinkerPaths.ann_index: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,ann_index: str,,,,,ann_index,,,
candidate_generation.py,python,class_field,,,,Class field: LinkerPaths.tfidf_vectorizer: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,tfidf_vectorizer: str,,,,,tfidf_vectorizer,,,
candidate_generation.py,python,class_field,,,,Class field: LinkerPaths.tfidf_vectors: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,tfidf_vectors: str,,,,,tfidf_vectors,,,
candidate_generation.py,python,class_field,,,,Class field: LinkerPaths.concept_aliases_list: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,concept_aliases_list: str,,,,,concept_aliases_list,,,
candidate_generation.py,python,class_field,,,,Class field: MentionCandidate.concept_id: str,allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,concept_id: str,,,,,concept_id,,,
candidate_generation.py,python,class_field,,,,Class field: MentionCandidate.aliases: List[str],allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,aliases: List[str],,,,,aliases,,,
candidate_generation.py,python,class_field,,,,Class field: MentionCandidate.similarities: List[float],allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,similarities: List[float],,,,,similarities,,,
candidate_generation.py,python,class_field,,,,"Class field: [instance] CandidateGenerator.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )","self.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )","self.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )",,,,,,,
candidate_generation.py,python,class_field,,,,"Class field: [instance] CandidateGenerator.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )","self.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )","self.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )",,,,,,,
candidate_generation.py,python,class_field,,,,"Class field: [instance] CandidateGenerator.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )","self.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )","self.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )",,,,,,,
candidate_generation.py,python,class_field,,,,Class field: [instance] CandidateGenerator.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",self.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),self.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),,,,,,,
candidate_generation.py,python,class_field,,,,Class field: [instance] CandidateGenerator.verbose = verbose,allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",self.verbose = verbose,self.verbose = verbose,,,,,,,
candidate_generation.py,python,class_field,,,,Class field: [instance] CandidateGenerator.umls = kb,allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",self.umls = self.kb,self.umls = self.kb,,,,,,,
candidate_generation.py,python,class_method,,,,"Class method: CandidateGenerator.__init__(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    ) -> None",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",,,None,,,,,,
candidate_generation.py,python,class_method,,,,"Class method: CandidateGenerator.nmslib_knn_with_zero_vectors(
        self, vectors: numpy.ndarray, k: int
    ) -> Tuple[numpy.ndarray, numpy.ndarray]",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,nmslib_knn_with_zero_vectors,"(
        self, vectors: numpy.ndarray, k: int
    )",,,"Tuple[numpy.ndarray, numpy.ndarray]",,,,,,
candidate_generation.py,python,class_method,,,,"Class method: CandidateGenerator.__call__(
        self, mention_texts: List[str], k: int
    ) -> List[List[MentionCandidate]]",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__call__,"(
        self, mention_texts: List[str], k: int
    )",,,List[List[MentionCandidate]],,,,,,
candidate_generation.py,python,class,,,,Class: LinkerPaths(NamedTuple),allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,,,,,,,(NamedTuple),,
candidate_generation.py,python,class,,,,Class: MentionCandidate(NamedTuple),allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,,,,,,,(NamedTuple),,
candidate_generation.py,python,class,,,,Class: CandidateGenerator,allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,,,,,,,,,,,
candidate_generation.py,python,function,,,,"Function: load_approximate_nearest_neighbours_index(
    linker_paths: LinkerPaths,
    ef_search: int = 200,
) -> FloatIndex",allenai,scispacy,v0.5.4,,,,load_approximate_nearest_neighbours_index,"(
    linker_paths: LinkerPaths,
    ef_search: int = 200,
)",,,,,,,,FloatIndex,,,,,
candidate_generation.py,python,function,,,,"Function: create_tfidf_ann_index(
    out_path: str, kb: Optional[KnowledgeBase] = None
) -> Tuple[List[str], TfidfVectorizer, FloatIndex]",allenai,scispacy,v0.5.4,,,,create_tfidf_ann_index,"(
    out_path: str, kb: Optional[KnowledgeBase] = None
)",,,,,,,,"Tuple[List[str], TfidfVectorizer, FloatIndex]",,,,,
candidate_generation.py,python,constant,"UmlsLinkerPaths = LinkerPaths(
    ann_index=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/nmslib_index.bin"",  # noqa
    tfidf_vectorizer=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/tfidf_vectorizer.joblib"",  # noqa
    tfidf_vectors=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/tfidf_vectors_sparse.npz"",  # noqa
    concept_aliases_list=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/concept_aliases.json"",  # noqa
)",UmlsLinkerPaths,"LinkerPaths(
    ann_index=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/nmslib_index.bin"",  # noqa
    tfidf_vectorizer=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/tfidf_vectorizer.joblib"",  # noqa
    tfidf_vectors=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/tfidf_vectors_sparse.npz"",  # noqa
    concept_aliases_list=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/concept_aliases.json"",  # noqa
)","Constant: UmlsLinkerPaths = LinkerPaths(
    ann_index=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/nmslib_index.bin"",  # noqa
    tfidf_vectorizer=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/tfidf_vectorizer.joblib"",  # noqa
    tfidf_vectors=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/tfidf_vectors_sparse.npz"",  # noqa
    concept_aliases_list=""https://s3-us-west-2.amazonaws.com/ai2-s2-scispacy/data/linkers/2023-04-23/umls/concept_aliases.json"",  # noqa
)",allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
candidate_generation.py,python,constant,"MeshLinkerPaths = LinkerPaths(
    ann_index=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/nmslib_index.bin"",  # noqa
    tfidf_vectorizer=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/tfidf_vectorizer.joblib"",  # noqa
    tfidf_vectors=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/tfidf_vectors_sparse.npz"",  # noqa
    concept_aliases_list=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/concept_aliases.json"",  # noqa
)",MeshLinkerPaths,"LinkerPaths(
    ann_index=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/nmslib_index.bin"",  # noqa
    tfidf_vectorizer=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/tfidf_vectorizer.joblib"",  # noqa
    tfidf_vectors=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/tfidf_vectors_sparse.npz"",  # noqa
    concept_aliases_list=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/concept_aliases.json"",  # noqa
)","Constant: MeshLinkerPaths = LinkerPaths(
    ann_index=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/nmslib_index.bin"",  # noqa
    tfidf_vectorizer=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/tfidf_vectorizer.joblib"",  # noqa
    tfidf_vectors=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/tfidf_vectors_sparse.npz"",  # noqa
    concept_aliases_list=""https://ai2-s2-scispacy.s3-us-west-2.amazonaws.com/data/linkers/2023-04-23/mesh/concept_aliases.json"",  # noqa
)",allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
