filename,ext,element_type,function.name,function.parameters,function.type,embedding,author,repo_name,tag,import,import.name,import.from,import.path,constant,constant.name,constant.value,function.docstring,class.name,method.name,method.parameters,class.field,class.instance_field,method.type,method.decorator,class.base,field.name,field.default
conf.py,python,constant,,,,"Constant: suppress_warnings = [
    ""myst.header"",  # https://github.com/executablebooks/MyST-Parser/issues/262
]",scverse,scanpy,1.10.1,,,,,"suppress_warnings = [
    ""myst.header"",  # https://github.com/executablebooks/MyST-Parser/issues/262
]",suppress_warnings,"[
    ""myst.header"",  # https://github.com/executablebooks/MyST-Parser/issues/262
]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: project = ""Scanpy""",scverse,scanpy,1.10.1,,,,,"project = ""Scanpy""",project,"""Scanpy""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: author = ""Scanpy development team""",scverse,scanpy,1.10.1,,,,,"author = ""Scanpy development team""",author,"""Scanpy development team""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: repository_url = ""https://github.com/scverse/scanpy""",scverse,scanpy,1.10.1,,,,,"repository_url = ""https://github.com/scverse/scanpy""",repository_url,"""https://github.com/scverse/scanpy""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: copyright = f""{datetime.now():%Y}, the Scanpy development team""",scverse,scanpy,1.10.1,,,,,"copyright = f""{datetime.now():%Y}, the Scanpy development team""",copyright,"f""{datetime.now():%Y}, the Scanpy development team""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: version = scanpy.__version__.replace("".dirty"", """")",scverse,scanpy,1.10.1,,,,,"version = scanpy.__version__.replace("".dirty"", """")",version,"scanpy.__version__.replace("".dirty"", """")",,,,,,,,,,,
conf.py,python,constant,,,,Constant: release = version,scverse,scanpy,1.10.1,,,,,release = version,release,version,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: bibtex_bibfiles = [""references.bib""]",scverse,scanpy,1.10.1,,,,,"bibtex_bibfiles = [""references.bib""]",bibtex_bibfiles,"[""references.bib""]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: bibtex_reference_style = ""author_year""",scverse,scanpy,1.10.1,,,,,"bibtex_reference_style = ""author_year""",bibtex_reference_style,"""author_year""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: templates_path = [""_templates""]",scverse,scanpy,1.10.1,,,,,"templates_path = [""_templates""]",templates_path,"[""_templates""]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: master_doc = ""index""",scverse,scanpy,1.10.1,,,,,"master_doc = ""index""",master_doc,"""index""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: default_role = ""literal""",scverse,scanpy,1.10.1,,,,,"default_role = ""literal""",default_role,"""literal""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: exclude_patterns = [""_build"", ""Thumbs.db"", "".DS_Store"", ""**.ipynb_checkpoints""]",scverse,scanpy,1.10.1,,,,,"exclude_patterns = [""_build"", ""Thumbs.db"", "".DS_Store"", ""**.ipynb_checkpoints""]",exclude_patterns,"[""_build"", ""Thumbs.db"", "".DS_Store"", ""**.ipynb_checkpoints""]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: extensions = [
    ""myst_nb"",
    ""sphinx_copybutton"",
    ""sphinx.ext.autodoc"",
    ""sphinx.ext.intersphinx"",
    ""sphinx.ext.doctest"",
    ""sphinx.ext.coverage"",
    ""sphinx.ext.mathjax"",
    ""sphinx.ext.napoleon"",
    ""sphinx.ext.autosummary"",
    ""sphinx.ext.extlinks"",
    ""sphinxcontrib.bibtex"",
    ""matplotlib.sphinxext.plot_directive"",
    ""sphinx_autodoc_typehints"",  # needs to be after napoleon
    ""git_ref"",  # needs to be before scanpydoc.rtd_github_links
    ""scanpydoc"",  # needs to be before sphinx.ext.linkcode
    ""sphinx.ext.linkcode"",
    ""sphinx_design"",
    ""sphinx_search.extension"",
    ""sphinxext.opengraph"",
    *[p.stem for p in (HERE / ""extensions"").glob(""*.py"") if p.stem not in {""git_ref""}],
]",scverse,scanpy,1.10.1,,,,,"extensions = [
    ""myst_nb"",
    ""sphinx_copybutton"",
    ""sphinx.ext.autodoc"",
    ""sphinx.ext.intersphinx"",
    ""sphinx.ext.doctest"",
    ""sphinx.ext.coverage"",
    ""sphinx.ext.mathjax"",
    ""sphinx.ext.napoleon"",
    ""sphinx.ext.autosummary"",
    ""sphinx.ext.extlinks"",
    ""sphinxcontrib.bibtex"",
    ""matplotlib.sphinxext.plot_directive"",
    ""sphinx_autodoc_typehints"",  # needs to be after napoleon
    ""git_ref"",  # needs to be before scanpydoc.rtd_github_links
    ""scanpydoc"",  # needs to be before sphinx.ext.linkcode
    ""sphinx.ext.linkcode"",
    ""sphinx_design"",
    ""sphinx_search.extension"",
    ""sphinxext.opengraph"",
    *[p.stem for p in (HERE / ""extensions"").glob(""*.py"") if p.stem not in {""git_ref""}],
]",extensions,"[
    ""myst_nb"",
    ""sphinx_copybutton"",
    ""sphinx.ext.autodoc"",
    ""sphinx.ext.intersphinx"",
    ""sphinx.ext.doctest"",
    ""sphinx.ext.coverage"",
    ""sphinx.ext.mathjax"",
    ""sphinx.ext.napoleon"",
    ""sphinx.ext.autosummary"",
    ""sphinx.ext.extlinks"",
    ""sphinxcontrib.bibtex"",
    ""matplotlib.sphinxext.plot_directive"",
    ""sphinx_autodoc_typehints"",  # needs to be after napoleon
    ""git_ref"",  # needs to be before scanpydoc.rtd_github_links
    ""scanpydoc"",  # needs to be before sphinx.ext.linkcode
    ""sphinx.ext.linkcode"",
    ""sphinx_design"",
    ""sphinx_search.extension"",
    ""sphinxext.opengraph"",
    *[p.stem for p in (HERE / ""extensions"").glob(""*.py"") if p.stem not in {""git_ref""}],
]",,,,,,,,,,,
conf.py,python,constant,,,,Constant: autosummary_generate = True,scverse,scanpy,1.10.1,,,,,autosummary_generate = True,autosummary_generate,True,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: autodoc_member_order = ""bysource""",scverse,scanpy,1.10.1,,,,,"autodoc_member_order = ""bysource""",autodoc_member_order,"""bysource""",,,,,,,,,,,
conf.py,python,constant,,,,Constant: napoleon_google_docstring = False,scverse,scanpy,1.10.1,,,,,napoleon_google_docstring = False,napoleon_google_docstring,False,,,,,,,,,,,
conf.py,python,constant,,,,Constant: napoleon_numpy_docstring = True,scverse,scanpy,1.10.1,,,,,napoleon_numpy_docstring = True,napoleon_numpy_docstring,True,,,,,,,,,,,
conf.py,python,constant,,,,Constant: napoleon_include_init_with_doc = False,scverse,scanpy,1.10.1,,,,,napoleon_include_init_with_doc = False,napoleon_include_init_with_doc,False,,,,,,,,,,,
conf.py,python,constant,,,,Constant: napoleon_use_rtype = True,scverse,scanpy,1.10.1,,,,,napoleon_use_rtype = True,napoleon_use_rtype,True,,,,,,,,,,,
conf.py,python,constant,,,,Constant: napoleon_use_param = True,scverse,scanpy,1.10.1,,,,,napoleon_use_param = True,napoleon_use_param,True,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: napoleon_custom_sections = [(""Params"", ""Parameters"")]",scverse,scanpy,1.10.1,,,,,"napoleon_custom_sections = [(""Params"", ""Parameters"")]",napoleon_custom_sections,"[(""Params"", ""Parameters"")]",,,,,,,,,,,
conf.py,python,constant,,,,Constant: todo_include_todos = False,scverse,scanpy,1.10.1,,,,,todo_include_todos = False,todo_include_todos,False,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: api_dir = HERE / ""api""",scverse,scanpy,1.10.1,,,,,"api_dir = HERE / ""api""",api_dir,"HERE / ""api""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: myst_enable_extensions = [
    ""amsmath"",
    ""colon_fence"",
    ""deflist"",
    ""dollarmath"",
    ""html_image"",
    ""html_admonition"",
]",scverse,scanpy,1.10.1,,,,,"myst_enable_extensions = [
    ""amsmath"",
    ""colon_fence"",
    ""deflist"",
    ""dollarmath"",
    ""html_image"",
    ""html_admonition"",
]",myst_enable_extensions,"[
    ""amsmath"",
    ""colon_fence"",
    ""deflist"",
    ""dollarmath"",
    ""html_image"",
    ""html_admonition"",
]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: myst_url_schemes = (""http"", ""https"", ""mailto"", ""ftp"")",scverse,scanpy,1.10.1,,,,,"myst_url_schemes = (""http"", ""https"", ""mailto"", ""ftp"")",myst_url_schemes,"(""http"", ""https"", ""mailto"", ""ftp"")",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: nb_output_stderr = ""remove""",scverse,scanpy,1.10.1,,,,,"nb_output_stderr = ""remove""",nb_output_stderr,"""remove""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: nb_execution_mode = ""off""",scverse,scanpy,1.10.1,,,,,"nb_execution_mode = ""off""",nb_execution_mode,"""off""",,,,,,,,,,,
conf.py,python,constant,,,,Constant: nb_merge_streams = True,scverse,scanpy,1.10.1,,,,,nb_merge_streams = True,nb_merge_streams,True,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: ogp_site_url = ""https://scanpy.readthedocs.io/en/stable/""",scverse,scanpy,1.10.1,,,,,"ogp_site_url = ""https://scanpy.readthedocs.io/en/stable/""",ogp_site_url,"""https://scanpy.readthedocs.io/en/stable/""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: ogp_image = ""https://scanpy.readthedocs.io/en/stable/_static/Scanpy_Logo_BrightFG.svg""",scverse,scanpy,1.10.1,,,,,"ogp_image = ""https://scanpy.readthedocs.io/en/stable/_static/Scanpy_Logo_BrightFG.svg""",ogp_image,"""https://scanpy.readthedocs.io/en/stable/_static/Scanpy_Logo_BrightFG.svg""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: typehints_defaults = ""braces""",scverse,scanpy,1.10.1,,,,,"typehints_defaults = ""braces""",typehints_defaults,"""braces""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: pygments_style = ""default""",scverse,scanpy,1.10.1,,,,,"pygments_style = ""default""",pygments_style,"""default""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: pygments_dark_style = ""native""",scverse,scanpy,1.10.1,,,,,"pygments_dark_style = ""native""",pygments_dark_style,"""native""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: intersphinx_mapping = dict(
    anndata=(""https://anndata.readthedocs.io/en/stable/"", None),
    bbknn=(""https://bbknn.readthedocs.io/en/latest/"", None),
    cuml=(""https://docs.rapids.ai/api/cuml/stable/"", None),
    cycler=(""https://matplotlib.org/cycler/"", None),
    dask=(""https://docs.dask.org/en/stable/"", None),
    dask_ml=(""https://ml.dask.org/"", None),
    h5py=(""https://docs.h5py.org/en/stable/"", None),
    ipython=(""https://ipython.readthedocs.io/en/stable/"", None),
    igraph=(""https://python.igraph.org/en/stable/api/"", None),
    leidenalg=(""https://leidenalg.readthedocs.io/en/latest/"", None),
    louvain=(""https://louvain-igraph.readthedocs.io/en/latest/"", None),
    matplotlib=(""https://matplotlib.org/stable/"", None),
    networkx=(""https://networkx.org/documentation/stable/"", None),
    numpy=(""https://numpy.org/doc/stable/"", None),
    pandas=(""https://pandas.pydata.org/pandas-docs/stable/"", None),
    pynndescent=(""https://pynndescent.readthedocs.io/en/latest/"", None),
    pytest=(""https://docs.pytest.org/en/latest/"", None),
    python=(""https://docs.python.org/3"", None),
    rapids_singlecell=(""https://rapids-singlecell.readthedocs.io/en/latest/"", None),
    scipy=(""https://docs.scipy.org/doc/scipy/"", None),
    seaborn=(""https://seaborn.pydata.org/"", None),
    sklearn=(""https://scikit-learn.org/stable/"", None),
)",scverse,scanpy,1.10.1,,,,,"intersphinx_mapping = dict(
    anndata=(""https://anndata.readthedocs.io/en/stable/"", None),
    bbknn=(""https://bbknn.readthedocs.io/en/latest/"", None),
    cuml=(""https://docs.rapids.ai/api/cuml/stable/"", None),
    cycler=(""https://matplotlib.org/cycler/"", None),
    dask=(""https://docs.dask.org/en/stable/"", None),
    dask_ml=(""https://ml.dask.org/"", None),
    h5py=(""https://docs.h5py.org/en/stable/"", None),
    ipython=(""https://ipython.readthedocs.io/en/stable/"", None),
    igraph=(""https://python.igraph.org/en/stable/api/"", None),
    leidenalg=(""https://leidenalg.readthedocs.io/en/latest/"", None),
    louvain=(""https://louvain-igraph.readthedocs.io/en/latest/"", None),
    matplotlib=(""https://matplotlib.org/stable/"", None),
    networkx=(""https://networkx.org/documentation/stable/"", None),
    numpy=(""https://numpy.org/doc/stable/"", None),
    pandas=(""https://pandas.pydata.org/pandas-docs/stable/"", None),
    pynndescent=(""https://pynndescent.readthedocs.io/en/latest/"", None),
    pytest=(""https://docs.pytest.org/en/latest/"", None),
    python=(""https://docs.python.org/3"", None),
    rapids_singlecell=(""https://rapids-singlecell.readthedocs.io/en/latest/"", None),
    scipy=(""https://docs.scipy.org/doc/scipy/"", None),
    seaborn=(""https://seaborn.pydata.org/"", None),
    sklearn=(""https://scikit-learn.org/stable/"", None),
)",intersphinx_mapping,"dict(
    anndata=(""https://anndata.readthedocs.io/en/stable/"", None),
    bbknn=(""https://bbknn.readthedocs.io/en/latest/"", None),
    cuml=(""https://docs.rapids.ai/api/cuml/stable/"", None),
    cycler=(""https://matplotlib.org/cycler/"", None),
    dask=(""https://docs.dask.org/en/stable/"", None),
    dask_ml=(""https://ml.dask.org/"", None),
    h5py=(""https://docs.h5py.org/en/stable/"", None),
    ipython=(""https://ipython.readthedocs.io/en/stable/"", None),
    igraph=(""https://python.igraph.org/en/stable/api/"", None),
    leidenalg=(""https://leidenalg.readthedocs.io/en/latest/"", None),
    louvain=(""https://louvain-igraph.readthedocs.io/en/latest/"", None),
    matplotlib=(""https://matplotlib.org/stable/"", None),
    networkx=(""https://networkx.org/documentation/stable/"", None),
    numpy=(""https://numpy.org/doc/stable/"", None),
    pandas=(""https://pandas.pydata.org/pandas-docs/stable/"", None),
    pynndescent=(""https://pynndescent.readthedocs.io/en/latest/"", None),
    pytest=(""https://docs.pytest.org/en/latest/"", None),
    python=(""https://docs.python.org/3"", None),
    rapids_singlecell=(""https://rapids-singlecell.readthedocs.io/en/latest/"", None),
    scipy=(""https://docs.scipy.org/doc/scipy/"", None),
    seaborn=(""https://seaborn.pydata.org/"", None),
    sklearn=(""https://scikit-learn.org/stable/"", None),
)",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: html_theme = ""scanpydoc""",scverse,scanpy,1.10.1,,,,,"html_theme = ""scanpydoc""",html_theme,"""scanpydoc""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: html_theme_options = {
    ""repository_url"": repository_url,
    ""use_repository_button"": True,
}",scverse,scanpy,1.10.1,,,,,"html_theme_options = {
    ""repository_url"": repository_url,
    ""use_repository_button"": True,
}",html_theme_options,"{
    ""repository_url"": repository_url,
    ""use_repository_button"": True,
}",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: html_static_path = [""_static""]",scverse,scanpy,1.10.1,,,,,"html_static_path = [""_static""]",html_static_path,"[""_static""]",,,,,,,,,,,
conf.py,python,constant,,,,Constant: html_show_sphinx = False,scverse,scanpy,1.10.1,,,,,html_show_sphinx = False,html_show_sphinx,False,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: html_logo = ""_static/img/Scanpy_Logo_BrightFG.svg""",scverse,scanpy,1.10.1,,,,,"html_logo = ""_static/img/Scanpy_Logo_BrightFG.svg""",html_logo,"""_static/img/Scanpy_Logo_BrightFG.svg""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: html_title = ""scanpy""",scverse,scanpy,1.10.1,,,,,"html_title = ""scanpy""",html_title,"""scanpy""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: htmlhelp_basename = f""{project}doc""",scverse,scanpy,1.10.1,,,,,"htmlhelp_basename = f""{project}doc""",htmlhelp_basename,"f""{project}doc""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: doc_title = f""{project} Documentation""",scverse,scanpy,1.10.1,,,,,"doc_title = f""{project} Documentation""",doc_title,"f""{project} Documentation""",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: latex_documents = [(master_doc, f""{project}.tex"", doc_title, author, ""manual"")]",scverse,scanpy,1.10.1,,,,,"latex_documents = [(master_doc, f""{project}.tex"", doc_title, author, ""manual"")]",latex_documents,"[(master_doc, f""{project}.tex"", doc_title, author, ""manual"")]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: man_pages = [(master_doc, project, doc_title, [author], 1)]",scverse,scanpy,1.10.1,,,,,"man_pages = [(master_doc, project, doc_title, [author], 1)]",man_pages,"[(master_doc, project, doc_title, [author], 1)]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: texinfo_documents = [
    (
        master_doc,
        project,
        doc_title,
        author,
        project,
        ""One line description of project."",
        ""Miscellaneous"",
    )
]",scverse,scanpy,1.10.1,,,,,"texinfo_documents = [
    (
        master_doc,
        project,
        doc_title,
        author,
        project,
        ""One line description of project."",
        ""Miscellaneous"",
    )
]",texinfo_documents,"[
    (
        master_doc,
        project,
        doc_title,
        author,
        project,
        ""One line description of project."",
        ""Miscellaneous"",
    )
]",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: qualname_overrides = {
    ""sklearn.neighbors._dist_metrics.DistanceMetric"": ""sklearn.metrics.DistanceMetric"",
    ""scanpy.plotting._matrixplot.MatrixPlot"": ""scanpy.pl.MatrixPlot"",
    ""scanpy.plotting._dotplot.DotPlot"": ""scanpy.pl.DotPlot"",
    ""scanpy.plotting._stacked_violin.StackedViolin"": ""scanpy.pl.StackedViolin"",
    ""pandas.core.series.Series"": ""pandas.Series"",
}",scverse,scanpy,1.10.1,,,,,"qualname_overrides = {
    ""sklearn.neighbors._dist_metrics.DistanceMetric"": ""sklearn.metrics.DistanceMetric"",
    ""scanpy.plotting._matrixplot.MatrixPlot"": ""scanpy.pl.MatrixPlot"",
    ""scanpy.plotting._dotplot.DotPlot"": ""scanpy.pl.DotPlot"",
    ""scanpy.plotting._stacked_violin.StackedViolin"": ""scanpy.pl.StackedViolin"",
    ""pandas.core.series.Series"": ""pandas.Series"",
}",qualname_overrides,"{
    ""sklearn.neighbors._dist_metrics.DistanceMetric"": ""sklearn.metrics.DistanceMetric"",
    ""scanpy.plotting._matrixplot.MatrixPlot"": ""scanpy.pl.MatrixPlot"",
    ""scanpy.plotting._dotplot.DotPlot"": ""scanpy.pl.DotPlot"",
    ""scanpy.plotting._stacked_violin.StackedViolin"": ""scanpy.pl.StackedViolin"",
    ""pandas.core.series.Series"": ""pandas.Series"",
}",,,,,,,,,,,
conf.py,python,constant,,,,"Constant: nitpick_ignore = [
    # Technical issues
    (""py:class"", ""numpy.int64""),  # documented as “attribute”
    # Will probably be documented
    (""py:class"", ""scanpy._settings.Verbosity""),
    (""py:class"", ""scanpy.neighbors.OnFlySymMatrix""),
    (""py:class"", ""scanpy.plotting._baseplot_class.BasePlot""),
    # Currently undocumented
    # https://github.com/mwaskom/seaborn/issues/1810
    (""py:class"", ""seaborn.matrix.ClusterGrid""),
    (""py:class"", ""samalg.SAM""),
    # Won’t be documented
    (""py:class"", ""scanpy.plotting._utils._AxesSubplot""),
    (""py:class"", ""scanpy._utils.Empty""),
    (""py:class"", ""numpy.random.mtrand.RandomState""),
    (""py:class"", ""scanpy.neighbors._types.KnnTransformerLike""),
    # Will work once scipy 1.8 is released
    (""py:class"", ""scipy.sparse.base.spmatrix""),
    (""py:class"", ""scipy.sparse.csr.csr_matrix""),
]",scverse,scanpy,1.10.1,,,,,"nitpick_ignore = [
    # Technical issues
    (""py:class"", ""numpy.int64""),  # documented as “attribute”
    # Will probably be documented
    (""py:class"", ""scanpy._settings.Verbosity""),
    (""py:class"", ""scanpy.neighbors.OnFlySymMatrix""),
    (""py:class"", ""scanpy.plotting._baseplot_class.BasePlot""),
    # Currently undocumented
    # https://github.com/mwaskom/seaborn/issues/1810
    (""py:class"", ""seaborn.matrix.ClusterGrid""),
    (""py:class"", ""samalg.SAM""),
    # Won’t be documented
    (""py:class"", ""scanpy.plotting._utils._AxesSubplot""),
    (""py:class"", ""scanpy._utils.Empty""),
    (""py:class"", ""numpy.random.mtrand.RandomState""),
    (""py:class"", ""scanpy.neighbors._types.KnnTransformerLike""),
    # Will work once scipy 1.8 is released
    (""py:class"", ""scipy.sparse.base.spmatrix""),
    (""py:class"", ""scipy.sparse.csr.csr_matrix""),
]",nitpick_ignore,"[
    # Technical issues
    (""py:class"", ""numpy.int64""),  # documented as “attribute”
    # Will probably be documented
    (""py:class"", ""scanpy._settings.Verbosity""),
    (""py:class"", ""scanpy.neighbors.OnFlySymMatrix""),
    (""py:class"", ""scanpy.plotting._baseplot_class.BasePlot""),
    # Currently undocumented
    # https://github.com/mwaskom/seaborn/issues/1810
    (""py:class"", ""seaborn.matrix.ClusterGrid""),
    (""py:class"", ""samalg.SAM""),
    # Won’t be documented
    (""py:class"", ""scanpy.plotting._utils._AxesSubplot""),
    (""py:class"", ""scanpy._utils.Empty""),
    (""py:class"", ""numpy.random.mtrand.RandomState""),
    (""py:class"", ""scanpy.neighbors._types.KnnTransformerLike""),
    # Will work once scipy 1.8 is released
    (""py:class"", ""scipy.sparse.base.spmatrix""),
    (""py:class"", ""scipy.sparse.csr.csr_matrix""),
]",,,,,,,,,,,
conf.py,python,constant,,,,Constant: plot_include_source = True,scverse,scanpy,1.10.1,,,,,plot_include_source = True,plot_include_source,True,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: plot_formats = [(""png"", 90)]",scverse,scanpy,1.10.1,,,,,"plot_formats = [(""png"", 90)]",plot_formats,"[(""png"", 90)]",,,,,,,,,,,
conf.py,python,constant,,,,Constant: plot_html_show_formats = False,scverse,scanpy,1.10.1,,,,,plot_html_show_formats = False,plot_html_show_formats,False,,,,,,,,,,,
conf.py,python,constant,,,,Constant: plot_html_show_source_link = False,scverse,scanpy,1.10.1,,,,,plot_html_show_source_link = False,plot_html_show_source_link,False,,,,,,,,,,,
conf.py,python,constant,,,,Constant: plot_working_directory = HERE.parent,scverse,scanpy,1.10.1,,,,,plot_working_directory = HERE.parent,plot_working_directory,HERE.parent,,,,,,,,,,,
conf.py,python,constant,,,,"Constant: extlinks = {
    ""issue"": (""https://github.com/scverse/scanpy/issues/%s"", ""issue%s""),
    ""pr"": (""https://github.com/scverse/scanpy/pull/%s"", ""pr%s""),
}",scverse,scanpy,1.10.1,,,,,"extlinks = {
    ""issue"": (""https://github.com/scverse/scanpy/issues/%s"", ""issue%s""),
    ""pr"": (""https://github.com/scverse/scanpy/pull/%s"", ""pr%s""),
}",extlinks,"{
    ""issue"": (""https://github.com/scverse/scanpy/issues/%s"", ""issue%s""),
    ""pr"": (""https://github.com/scverse/scanpy/pull/%s"", ""pr%s""),
}",,,,,,,,,,,
conf.py,python,import,,,,Import: sys,scverse,scanpy,1.10.1,import sys,sys,,,,,,,,,,,,,,,,
conf.py,python,import,,,,Import: datetime from datetime,scverse,scanpy,1.10.1,from datetime import datetime,datetime,datetime,,,,,,,,,,,,,,,
conf.py,python,import,,,,Import: Path from pathlib,scverse,scanpy,1.10.1,from pathlib import Path,Path,pathlib,,,,,,,,,,,,,,,
conf.py,python,import,,,,Import: TYPE_CHECKING from typing,scverse,scanpy,1.10.1,from typing import TYPE_CHECKING,TYPE_CHECKING,typing,,,,,,,,,,,,,,,
conf.py,python,import,,,,Import: matplotlib,scverse,scanpy,1.10.1,import matplotlib,matplotlib,,,,,,,,,,,,,,,,
conf.py,python,import,,,,Import: scanpy,scverse,scanpy,1.10.1,import scanpy,scanpy,,,,,,,,,,,,,,,,
conf.py,python,local_import,,,,Import: Version from packaging.version,scverse,scanpy,1.10.1,from packaging.version import Version,Version,packaging.version,packaging.version,,,,,,,,,,,,,,
conf.py,python,,,,,File: docs,scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
conf.py,python,,,,,Directory: docs\conf.py,scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
cite.py,python,function,cite_role,"(  # noqa: PLR0917
    name: str,
    rawsource: str,
    text: str,
    lineno: int,
    inliner: Inliner,
    options: Mapping[str, Any] = MappingProxyType({}),
    content: Sequence[str] = (),
)","tuple[list[nodes.Node], list[nodes.system_message]]","Function: cite_role(  # noqa: PLR0917
    name: str,
    rawsource: str,
    text: str,
    lineno: int,
    inliner: Inliner,
    options: Mapping[str, Any] = MappingProxyType({}),
    content: Sequence[str] = (),
) -> tuple[list[nodes.Node], list[nodes.system_message]]",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
cite.py,python,function,setup,(app: Sphinx),,Function: setup(app: Sphinx),scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
cite.py,python,import,,,,Import: MappingProxyType from types,scverse,scanpy,1.10.1,from types import MappingProxyType,MappingProxyType,types,,,,,,,,,,,,,,,
cite.py,python,import,,,,Import: TYPE_CHECKING from typing,scverse,scanpy,1.10.1,from typing import TYPE_CHECKING,TYPE_CHECKING,typing,,,,,,,,,,,,,,,
cite.py,python,import,,,,Import: nodes from docutils,scverse,scanpy,1.10.1,"from docutils import nodes, utils",nodes,docutils,,,,,,,,,,,,,,,
