id,filename,ext,embedding_no_type,element_type,constant,constant.name,constant.value,embedding,author,repo_name,tag,import,import.from,import.name,function.name,function.parameters,import.path,class.name,method.name,method.parameters,class.field,class.instance_field,method.type,function.type,function.docstring,field.name,class.base,field.default,method.decorator
allenai_scispacy_v0.5.4,abbreviation.py,python,"filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",function,,,,"Function: filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",allenai,scispacy,v0.5.4,,,,filter_matches,"(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
)",,,,,,,,"List[Tuple[Span, Span]]","# 1. <Short Form> ( <Long Form> )",,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,"filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",function,,,,"Function: filter_matches(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
) -> List[Tuple[Span, Span]]",allenai,scispacy,v0.5.4,,,,filter_matches,"(
    matcher_output: List[Tuple[int, int, int]], doc: Doc
)",,,,,,,,"List[Tuple[Span, Span]]","# 2. <Long Form> (<Short Form>) [this case is most common].",,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,short_form_filter(span: Span) -> bool,function,,,,Function: short_form_filter(span: Span) -> bool,allenai,scispacy,v0.5.4,,,,short_form_filter,(span: Span),,,,,,,,bool,"# All words are between length 2 and 10",,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Tuple from typing,import,,,,Import: Tuple from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Tuple,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,List from typing,import,,,,Import: List from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,List,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Optional from typing,import,,,,Import: Optional from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Optional,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Set from typing,import,,,,Import: Set from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Set,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Dict from typing,import,,,,Import: Dict from typing,allenai,scispacy,v0.5.4,"from typing import Tuple, List, Optional, Set, Dict",typing,Dict,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,defaultdict from collections,import,,,,Import: defaultdict from collections,allenai,scispacy,v0.5.4,from collections import defaultdict,collections,defaultdict,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Span from spacy.tokens,local_import,,,,Import: Span from spacy.tokens,allenai,scispacy,v0.5.4,"from spacy.tokens import Span, Doc",spacy.tokens,Span,,,spacy.tokens,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Doc from spacy.tokens,local_import,,,,Import: Doc from spacy.tokens,allenai,scispacy,v0.5.4,"from spacy.tokens import Span, Doc",spacy.tokens,Doc,,,spacy.tokens,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Matcher from spacy.matcher,local_import,,,,Import: Matcher from spacy.matcher,allenai,scispacy,v0.5.4,from spacy.matcher import Matcher,spacy.matcher,Matcher,,,spacy.matcher,,,,,,,,,,,,
allenai_scispacy_v0.5.4,abbreviation.py,python,Language from spacy.language,local_import,,,,Import: Language from spacy.language,allenai,scispacy,v0.5.4,from spacy.language import Language,spacy.language,Language,,,spacy.language,,,,,,,,,,,,
,abbreviation.py,python,,,,,,File: scispacy,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
,abbreviation.py,python,,,,,,Directory: scispacy\abbreviation.py,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,"iter_sample(iterable: Iterable, sample_percent: float) -> Iterator",function,,,,"Function: iter_sample(iterable: Iterable, sample_percent: float) -> Iterator",allenai,scispacy,v0.5.4,,,,iter_sample,"(iterable: Iterable, sample_percent: float)",,,,,,,,Iterator,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Optional from typing,import,,,,Import: Optional from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Optional,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Callable from typing,import,,,,Import: Callable from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Callable,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Iterable from typing,import,,,,Import: Iterable from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Iterable,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Iterator from typing,import,,,,Import: Iterator from typing,allenai,scispacy,v0.5.4,"from typing import Optional, Callable, Iterable, Iterator",typing,Iterator,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Path from pathlib,import,,,,Import: Path from pathlib,allenai,scispacy,v0.5.4,from pathlib import Path,pathlib,Path,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,random,import,,,,Import: random,allenai,scispacy,v0.5.4,import random,,random,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,itertools,import,,,,Import: itertools,allenai,scispacy,v0.5.4,import itertools,,itertools,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,spacy,import,,,,Import: spacy,allenai,scispacy,v0.5.4,import spacy,,spacy,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,warnings,import,,,,Import: warnings,allenai,scispacy,v0.5.4,import warnings,,warnings,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Corpus from spacy.training,local_import,,,,Import: Corpus from spacy.training,allenai,scispacy,v0.5.4,"from spacy.training import Corpus, Example",spacy.training,Corpus,,,spacy.training,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Example from spacy.training,local_import,,,,Import: Example from spacy.training,allenai,scispacy,v0.5.4,"from spacy.training import Corpus, Example",spacy.training,Example,,,spacy.training,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,Language from spacy.language,local_import,,,,Import: Language from spacy.language,allenai,scispacy,v0.5.4,from spacy.language import Language,spacy.language,Language,,,spacy.language,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,combined_rule_tokenizer from scispacy.custom_tokenizer,local_import,,,,Import: combined_rule_tokenizer from scispacy.custom_tokenizer,allenai,scispacy,v0.5.4,from scispacy.custom_tokenizer import combined_rule_tokenizer,scispacy.custom_tokenizer,combined_rule_tokenizer,,,scispacy.custom_tokenizer,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,read_full_med_mentions from scispacy.data_util,local_import,,,,Import: read_full_med_mentions from scispacy.data_util,allenai,scispacy,v0.5.4,"from scispacy.data_util import read_full_med_mentions, read_ner_from_tsv",scispacy.data_util,read_full_med_mentions,,,scispacy.data_util,,,,,,,,,,,,
allenai_scispacy_v0.5.4,base_project_code.py,python,read_ner_from_tsv from scispacy.data_util,local_import,,,,Import: read_ner_from_tsv from scispacy.data_util,allenai,scispacy,v0.5.4,"from scispacy.data_util import read_full_med_mentions, read_ner_from_tsv",scispacy.data_util,read_ner_from_tsv,,,scispacy.data_util,,,,,,,,,,,,
,base_project_code.py,python,,,,,,File: scispacy,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
,base_project_code.py,python,,,,,,Directory: scispacy\base_project_code.py,allenai,scispacy,v0.5.4,,,,,,,,,,,,,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,LinkerPaths.ann_index: str,class_field,,,,Class field: LinkerPaths.ann_index: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,ann_index: str,,,,,ann_index,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,LinkerPaths.tfidf_vectorizer: str,class_field,,,,Class field: LinkerPaths.tfidf_vectorizer: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,tfidf_vectorizer: str,,,,,tfidf_vectorizer,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,LinkerPaths.tfidf_vectors: str,class_field,,,,Class field: LinkerPaths.tfidf_vectors: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,tfidf_vectors: str,,,,,tfidf_vectors,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,LinkerPaths.concept_aliases_list: str,class_field,,,,Class field: LinkerPaths.concept_aliases_list: str,allenai,scispacy,v0.5.4,,,,,,,LinkerPaths,,,concept_aliases_list: str,,,,,concept_aliases_list,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,MentionCandidate.concept_id: str,class_field,,,,Class field: MentionCandidate.concept_id: str,allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,concept_id: str,,,,,concept_id,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,MentionCandidate.aliases: List[str],class_field,,,,Class field: MentionCandidate.aliases: List[str],allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,aliases: List[str],,,,,aliases,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,MentionCandidate.similarities: List[float],class_field,,,,Class field: MentionCandidate.similarities: List[float],allenai,scispacy,v0.5.4,,,,,,,MentionCandidate,,,similarities: List[float],,,,,similarities,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,"[instance] CandidateGenerator.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )",class_field,,,,"Class field: [instance] CandidateGenerator.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )","self.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )","self.ann_index = ann_index or load_approximate_nearest_neighbours_index(
            linker_paths=linker_paths, ef_search=ef_search
        )",,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,"[instance] CandidateGenerator.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )",class_field,,,,"Class field: [instance] CandidateGenerator.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )","self.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )","self.vectorizer = tfidf_vectorizer or joblib.load(
            cached_path(linker_paths.tfidf_vectorizer)
        )",,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,"[instance] CandidateGenerator.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )",class_field,,,,"Class field: [instance] CandidateGenerator.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )","self.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )","self.ann_concept_aliases_list = ann_concept_aliases_list or json.load(
            open(cached_path(linker_paths.concept_aliases_list))
        )",,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,[instance] CandidateGenerator.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),class_field,,,,Class field: [instance] CandidateGenerator.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",self.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),self.kb = kb or DEFAULT_KNOWLEDGE_BASES[name](),,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,[instance] CandidateGenerator.verbose = verbose,class_field,,,,Class field: [instance] CandidateGenerator.verbose = verbose,allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",self.verbose = verbose,self.verbose = verbose,,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,[instance] CandidateGenerator.umls = kb,class_field,,,,Class field: [instance] CandidateGenerator.umls = kb,allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",self.umls = self.kb,self.umls = self.kb,,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,"CandidateGenerator.__init__(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    ) -> None",class_method,,,,"Class method: CandidateGenerator.__init__(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    ) -> None",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,__init__,"(
        self,
        ann_index: Optional[FloatIndex] = None,
        tfidf_vectorizer: Optional[TfidfVectorizer] = None,
        ann_concept_aliases_list: Optional[List[str]] = None,
        kb: Optional[KnowledgeBase] = None,
        verbose: bool = False,
        ef_search: int = 200,
        name: Optional[str] = None,
    )",,,None,,,,,,
allenai_scispacy_v0.5.4,candidate_generation.py,python,"CandidateGenerator.nmslib_knn_with_zero_vectors(
        self, vectors: numpy.ndarray, k: int
    ) -> Tuple[numpy.ndarray, numpy.ndarray]",class_method,,,,"Class method: CandidateGenerator.nmslib_knn_with_zero_vectors(
        self, vectors: numpy.ndarray, k: int
    ) -> Tuple[numpy.ndarray, numpy.ndarray]",allenai,scispacy,v0.5.4,,,,,,,CandidateGenerator,nmslib_knn_with_zero_vectors,"(
        self, vectors: numpy.ndarray, k: int
    )",,,"Tuple[numpy.ndarray, numpy.ndarray]",,,,,,
