,source,keyword,false_positive_False,false_positive_True,total,score,adv_score,total_score
273,ISSUE,responsiv,0,2,2,-1.0,-0.6666666666666666,-4
275,ISSUE,rewrite,0,2,2,-1.0,-0.6666666666666666,-4
284,ISSUE,wrap,0,2,2,-1.0,-0.6666666666666666,-4
312,ISSUE_COMMENT,consumption,0,2,2,-1.0,-0.6666666666666666,-4
316,ISSUE_COMMENT,degraded,0,2,2,-1.0,-0.6666666666666666,-4
333,ISSUE_COMMENT,firewall,0,2,2,-1.0,-0.6666666666666666,-4
339,ISSUE_COMMENT,heartbeat,0,2,2,-1.0,-0.6666666666666666,-4
372,ISSUE_COMMENT,polymorphi,0,2,2,-1.0,-0.6666666666666666,-4
398,ISSUE_COMMENT,sanitiz,0,2,2,-1.0,-0.6666666666666666,-4
405,ISSUE_COMMENT,sustainab,0,2,2,-1.0,-0.6666666666666666,-4
442,RELEASES,downtime,0,2,2,-1.0,-0.6666666666666666,-4
445,RELEASES,energy,0,2,2,-1.0,-0.6666666666666666,-4
450,RELEASES,failure,0,2,2,-1.0,-0.6666666666666666,-4
457,RELEASES,integrat,0,2,2,-1.0,-0.6666666666666666,-4
474,RELEASES,power,0,2,2,-1.0,-0.6666666666666666,-4
494,RELEASES,timeout,0,2,2,-1.0,-0.6666666666666666,-4
496,RELEASES,undo,0,2,2,-1.0,-0.6666666666666666,-4
503,RELEASES,wrap,0,2,2,-1.0,-0.6666666666666666,-4
504,WIKI,abort,0,2,2,-1.0,-0.6666666666666666,-4
510,WIKI,authoriz,0,2,2,-1.0,-0.6666666666666666,-4
548,WIKI,interlock,0,2,2,-1.0,-0.6666666666666666,-4
550,WIKI,intuit,0,2,2,-1.0,-0.6666666666666666,-4
556,WIKI,monitor,0,2,2,-1.0,-0.6666666666666666,-4
559,WIKI,password,0,2,2,-1.0,-0.6666666666666666,-4
577,WIKI,resilien,0,2,2,-1.0,-0.6666666666666666,-4
580,WIKI,risk,0,2,2,-1.0,-0.6666666666666666,-4
594,WIKI,throughput,0,2,2,-1.0,-0.6666666666666666,-4
391,ISSUE_COMMENT,rewrite,7,24,31,-0.5483870967741935,-1.6359533190174127,-6
470,RELEASES,perform,7,24,31,-0.5483870967741935,-1.6359533190174127,-6
19,CODE_COMMENT,clear,3,12,15,-0.6,-1.3422905781299386,-6
121,DOCS,authoriz,3,12,15,-0.6,-1.3422905781299386,-6
62,CODE_COMMENT,monitor,1,6,7,-0.7142857142857143,-1.0582169878499659,-6
458,RELEASES,interface,1,6,7,-0.7142857142857143,-1.0582169878499659,-6
40,CODE_COMMENT,firewall,0,3,3,-1.0,-0.75,-6
112,DOCS,A/B,0,3,3,-1.0,-0.75,-6
119,DOCS,audit,0,3,3,-1.0,-0.75,-6
213,DOCS,rolling,0,3,3,-1.0,-0.75,-6
249,ISSUE,cache,0,3,3,-1.0,-0.75,-6
258,ISSUE,hash,0,3,3,-1.0,-0.75,-6
268,ISSUE,optimiz,0,3,3,-1.0,-0.75,-6
269,ISSUE,pause,0,3,3,-1.0,-0.75,-6
290,ISSUE_COMMENT,alive,0,3,3,-1.0,-0.75,-6
293,ISSUE_COMMENT,attack,0,3,3,-1.0,-0.75,-6
294,ISSUE_COMMENT,audit,0,3,3,-1.0,-0.75,-6
306,ISSUE_COMMENT,checksum,0,3,3,-1.0,-0.75,-6
323,ISSUE_COMMENT,encrypt,0,3,3,-1.0,-0.75,-6
340,ISSUE_COMMENT,hotfix,0,3,3,-1.0,-0.75,-6
359,ISSUE_COMMENT,mock,0,3,3,-1.0,-0.75,-6
387,ISSUE_COMMENT,repair,0,3,3,-1.0,-0.75,-6
410,ISSUE_COMMENT,throughput,0,3,3,-1.0,-0.75,-6
431,RELEASES,cache,0,3,3,-1.0,-0.75,-6
432,RELEASES,charge,0,3,3,-1.0,-0.75,-6
473,RELEASES,plugin,0,3,3,-1.0,-0.75,-6
509,WIKI,audit,0,3,3,-1.0,-0.75,-6
519,WIKI,concurren,0,3,3,-1.0,-0.75,-6
522,WIKI,consumption,0,3,3,-1.0,-0.75,-6
539,WIKI,feedback,0,3,3,-1.0,-0.75,-6
585,WIKI,sandbox,0,3,3,-1.0,-0.75,-6
350,ISSUE_COMMENT,layers,6,22,28,-0.5714285714285714,-1.6253297374098281,-8
203,DOCS,redundant,3,13,16,-0.625,-1.4037025653646418,-8
237,DOCS,upgrade,1,7,8,-0.75,-1.1287647870399635,-8
1,CODE_COMMENT,abort,0,4,4,-1.0,-0.8,-8
46,CODE_COMMENT,inject,0,4,4,-1.0,-0.8,-8
58,CODE_COMMENT,mask,0,4,4,-1.0,-0.8,-8
65,CODE_COMMENT,password,0,4,4,-1.0,-0.8,-8
76,CODE_COMMENT,race condition,0,4,4,-1.0,-0.8,-8
84,CODE_COMMENT,resilien,0,4,4,-1.0,-0.8,-8
89,CODE_COMMENT,robust,0,4,4,-1.0,-0.8,-8
90,CODE_COMMENT,rollback,0,4,4,-1.0,-0.8,-8
126,DOCS,bridg,0,4,4,-1.0,-0.8,-8
146,DOCS,downtime,0,4,4,-1.0,-0.8,-8
196,DOCS,progress bar,0,4,4,-1.0,-0.8,-8
218,DOCS,sanitiz,0,4,4,-1.0,-0.8,-8
260,ISSUE,interface,0,4,4,-1.0,-0.8,-8
282,ISSUE,user-friendly,0,4,4,-1.0,-0.8,-8
309,ISSUE_COMMENT,confidential,0,4,4,-1.0,-0.8,-8
347,ISSUE_COMMENT,interoperab,0,4,4,-1.0,-0.8,-8
404,ISSUE_COMMENT,stub,0,4,4,-1.0,-0.8,-8
416,ISSUE_COMMENT,unsafe,0,4,4,-1.0,-0.8,-8
433,RELEASES,checkpoint,0,4,4,-1.0,-0.8,-8
436,RELEASES,configurat,0,4,4,-1.0,-0.8,-8
461,RELEASES,load,0,4,4,-1.0,-0.8,-8
465,RELEASES,monitor,0,4,4,-1.0,-0.8,-8
481,RELEASES,redundant,0,4,4,-1.0,-0.8,-8
490,RELEASES,schedul,0,4,4,-1.0,-0.8,-8
499,RELEASES,usab,0,4,4,-1.0,-0.8,-8
544,WIKI,inherit,0,4,4,-1.0,-0.8,-8
558,WIKI,parameteriz,0,4,4,-1.0,-0.8,-8
565,WIKI,portab,0,4,4,-1.0,-0.8,-8
587,WIKI,sanity check,0,4,4,-1.0,-0.8,-8
429,RELEASES,avoid,3,14,17,-0.6470588235294118,-1.4582909984621557,-10
453,RELEASES,guid,1,8,9,-0.7777777777777778,-1.1852030263919617,-10
45,CODE_COMMENT,inherit,0,5,5,-1.0,-0.8333333333333334,-10
108,CODE_COMMENT,usab,0,5,5,-1.0,-0.8333333333333334,-10
158,DOCS,fault,0,5,5,-1.0,-0.8333333333333334,-10
162,DOCS,green,0,5,5,-1.0,-0.8333333333333334,-10
182,DOCS,meter,0,5,5,-1.0,-0.8333333333333334,-10
266,ISSUE,message,0,5,5,-1.0,-0.8333333333333334,-10
325,ISSUE_COMMENT,enhance,0,5,5,-1.0,-0.8333333333333334,-10
361,ISSUE_COMMENT,multi-thread,0,5,5,-1.0,-0.8333333333333334,-10
451,RELEASES,feedback,0,5,5,-1.0,-0.8333333333333334,-10
502,RELEASES,variab,0,5,5,-1.0,-0.8333333333333334,-10
564,WIKI,polymorphi,0,5,5,-1.0,-0.8333333333333334,-10
598,WIKI,tune,0,5,5,-1.0,-0.8333333333333334,-10
48,CODE_COMMENT,integrat,1,9,10,-0.8,-1.2313797676799603,-12
278,ISSUE,test,1,9,10,-0.8,-1.2313797676799603,-12
373,ISSUE_COMMENT,portab,1,9,10,-0.8,-1.2313797676799603,-12
402,ISSUE_COMMENT,secur,1,9,10,-0.8,-1.2313797676799603,-12
36,CODE_COMMENT,expose,0,6,6,-1.0,-0.8571428571428571,-12
39,CODE_COMMENT,fault,0,6,6,-1.0,-0.8571428571428571,-12
42,CODE_COMMENT,green,0,6,6,-1.0,-0.8571428571428571,-12
118,DOCS,attack,0,6,6,-1.0,-0.8571428571428571,-12
147,DOCS,drain,0,6,6,-1.0,-0.8571428571428571,-12
173,DOCS,layers,0,6,6,-1.0,-0.8571428571428571,-12
274,ISSUE,resume,0,6,6,-1.0,-0.8571428571428571,-12
280,ISSUE,update,0,6,6,-1.0,-0.8571428571428571,-12
358,ISSUE_COMMENT,meter,0,6,6,-1.0,-0.8571428571428571,-12
394,ISSUE_COMMENT,rolling,0,6,6,-1.0,-0.8571428571428571,-12
428,RELEASES,avail,0,6,6,-1.0,-0.8571428571428571,-12
430,RELEASES,benchmark,0,6,6,-1.0,-0.8571428571428571,-12
446,RELEASES,enhance,0,6,6,-1.0,-0.8571428571428571,-12
478,RELEASES,recover,0,6,6,-1.0,-0.8571428571428571,-12
482,RELEASES,refactor,0,6,6,-1.0,-0.8571428571428571,-12
541,WIKI,green,0,6,6,-1.0,-0.8571428571428571,-12
586,WIKI,sanitiz,0,6,6,-1.0,-0.8571428571428571,-12
595,WIKI,timeout,0,6,6,-1.0,-0.8571428571428571,-12
291,ISSUE_COMMENT,allocate,7,28,35,-0.6,-1.7963408993132377,-14
314,ISSUE_COMMENT,contract,2,13,15,-0.7333333333333333,-1.4427959484593256,-14
206,DOCS,reliab,1,10,11,-0.8181818181818182,-1.269860385419959,-14
400,ISSUE_COMMENT,scalab,1,10,11,-0.8181818181818182,-1.269860385419959,-14
477,RELEASES,protocol,1,10,11,-0.8181818181818182,-1.269860385419959,-14
8,CODE_COMMENT,authenticat,0,7,7,-1.0,-0.875,-14
70,CODE_COMMENT,polymorphi,0,7,7,-1.0,-0.875,-14
75,CODE_COMMENT,queue,0,7,7,-1.0,-0.875,-14
87,CODE_COMMENT,rewrite,0,7,7,-1.0,-0.875,-14
94,CODE_COMMENT,sanity check,0,7,7,-1.0,-0.875,-14
159,DOCS,feedback,0,7,7,-1.0,-0.875,-14
210,DOCS,rewrite,0,7,7,-1.0,-0.875,-14
263,ISSUE,log,0,7,7,-1.0,-0.875,-14
285,ISSUE_COMMENT,UX,0,7,7,-1.0,-0.875,-14
303,ISSUE_COMMENT,certificate,0,7,7,-1.0,-0.875,-14
364,ISSUE_COMMENT,password,0,7,7,-1.0,-0.875,-14
426,RELEASES,adapt,0,7,7,-1.0,-0.875,-14
538,WIKI,fault,0,7,7,-1.0,-0.875,-14
588,WIKI,scalab,0,7,7,-1.0,-0.875,-14
184,DOCS,monitor,2,14,16,-0.75,-1.481373380236313,-16
5,CODE_COMMENT,allocate,0,8,8,-1.0,-0.8888888888888888,-16
53,CODE_COMMENT,layers,0,8,8,-1.0,-0.8888888888888888,-16
77,CODE_COMMENT,recover,0,8,8,-1.0,-0.8888888888888888,-16
187,DOCS,password,0,8,8,-1.0,-0.8888888888888888,-16
217,DOCS,sandbox,0,8,8,-1.0,-0.8888888888888888,-16
225,DOCS,stub,0,8,8,-1.0,-0.8888888888888888,-16
279,ISSUE,undo,0,8,8,-1.0,-0.8888888888888888,-16
425,RELEASES,access,0,8,8,-1.0,-0.8888888888888888,-16
434,RELEASES,clear,0,8,8,-1.0,-0.8888888888888888,-16
507,WIKI,allocate,0,8,8,-1.0,-0.8888888888888888,-16
527,WIKI,deploy,0,8,8,-1.0,-0.8888888888888888,-16
533,WIKI,enhance,0,8,8,-1.0,-0.8888888888888888,-16
569,WIKI,protocol,0,8,8,-1.0,-0.8888888888888888,-16
592,WIKI,stub,0,8,8,-1.0,-0.8888888888888888,-16
599,WIKI,undo,0,8,8,-1.0,-0.8888888888888888,-16
602,WIKI,usab,0,8,8,-1.0,-0.8888888888888888,-16
384,ISSUE_COMMENT,refactor,16,57,73,-0.5616438356164384,-2.1238073933284443,-18
378,ISSUE_COMMENT,queue,3,18,21,-0.7142857142857143,-1.6270188825817435,-18
308,ISSUE_COMMENT,concurren,2,15,17,-0.7647058823529411,-1.515664430704746,-18
289,ISSUE_COMMENT,adapter,1,12,13,-0.8461538461538461,-1.3303299275828142,-18
386,ISSUE_COMMENT,reliab,1,12,13,-0.8461538461538461,-1.3303299275828142,-18
462,RELEASES,log,1,12,13,-0.8461538461538461,-1.3303299275828142,-18
95,CODE_COMMENT,schedul,0,9,9,-1.0,-0.9,-18
140,DOCS,coupling,0,9,9,-1.0,-0.9,-18
399,ISSUE_COMMENT,sanity check,0,9,9,-1.0,-0.9,-18
412,ISSUE_COMMENT,toggle,0,9,9,-1.0,-0.9,-18
454,RELEASES,hash,0,9,9,-1.0,-0.9,-18
456,RELEASES,install,0,9,9,-1.0,-0.9,-18
497,RELEASES,update,0,9,9,-1.0,-0.9,-18
535,WIKI,expose,0,9,9,-1.0,-0.9,-18
574,WIKI,redundant,0,9,9,-1.0,-0.9,-18
132,DOCS,clear,5,25,30,-0.6666666666666666,-1.8011351414374548,-20
23,CODE_COMMENT,continuous,2,16,18,-0.7777777777777778,-1.5463458969133441,-20
202,DOCS,redund,2,16,18,-0.7777777777777778,-1.5463458969133441,-20
342,ISSUE_COMMENT,inject,1,13,14,-0.8571428571428571,-1.3545177444479564,-20
447,RELEASES,error,1,13,14,-0.8571428571428571,-1.3545177444479564,-20
154,DOCS,evolve,0,10,10,-1.0,-0.9090909090909091,-20
186,DOCS,parameteriz,0,10,10,-1.0,-0.9090909090909091,-20
232,DOCS,toler,0,10,10,-1.0,-0.9090909090909091,-20
444,RELEASES,efficient,0,10,10,-1.0,-0.9090909090909091,-20
460,RELEASES,learn,0,10,10,-1.0,-0.9090909090909091,-20
463,RELEASES,message,0,10,10,-1.0,-0.9090909090909091,-20
549,WIKI,interoperab,0,10,10,-1.0,-0.9090909090909091,-20
440,RELEASES,detect,1,14,15,-0.8666666666666667,-1.3756820842049557,-22
26,CODE_COMMENT,deploy,0,11,11,-1.0,-0.9166666666666666,-22
79,CODE_COMMENT,redund,0,11,11,-1.0,-0.9166666666666666,-22
125,DOCS,bottleneck,0,11,11,-1.0,-0.9166666666666666,-22
152,DOCS,enhance,0,11,11,-1.0,-0.9166666666666666,-22
253,ISSUE,error,0,11,11,-1.0,-0.9166666666666666,-22
256,ISSUE,feedback,0,11,11,-1.0,-0.9166666666666666,-22
262,ISSUE,learn,0,11,11,-1.0,-0.9166666666666666,-22
281,ISSUE,usab,0,11,11,-1.0,-0.9166666666666666,-22
335,ISSUE_COMMENT,green,0,11,11,-1.0,-0.9166666666666666,-22
581,WIKI,robust,0,11,11,-1.0,-0.9166666666666666,-22
31,CODE_COMMENT,efficient,3,21,24,-0.75,-1.7181319400063213,-24
117,DOCS,assert,1,15,16,-0.875,-1.394356501637602,-24
327,ISSUE_COMMENT,evolve,1,15,16,-0.875,-1.394356501637602,-24
3,CODE_COMMENT,adapt,0,12,12,-1.0,-0.9230769230769231,-24
80,CODE_COMMENT,redundant,0,12,12,-1.0,-0.9230769230769231,-24
104,CODE_COMMENT,tune,0,12,12,-1.0,-0.9230769230769231,-24
165,DOCS,inherit,0,12,12,-1.0,-0.9230769230769231,-24
530,WIKI,echo,0,12,12,-1.0,-0.9230769230769231,-24
537,WIKI,failure,0,12,12,-1.0,-0.9230769230769231,-24
555,WIKI,meter,0,12,12,-1.0,-0.9230769230769231,-24
571,WIKI,recover,0,12,12,-1.0,-0.9230769230769231,-24
421,ISSUE_COMMENT,user-friendly,3,22,25,-0.76,-1.7438304946645355,-26
178,DOCS,mainten,1,16,17,-0.8823529411764706,-1.4109559837999546,-26
116,DOCS,allocate,0,13,13,-1.0,-0.9285714285714286,-26
155,DOCS,expose,0,13,13,-1.0,-0.9285714285714286,-26
211,DOCS,risk,0,13,13,-1.0,-0.9285714285714286,-26
389,ISSUE_COMMENT,responsiv,2,20,22,-0.8181818181818182,-1.6423922259141732,-28
441,RELEASES,down,1,17,18,-0.8888888888888888,-1.4258081520504802,-28
71,CODE_COMMENT,power,0,14,14,-1.0,-0.9333333333333333,-28
200,DOCS,recover,0,14,14,-1.0,-0.9333333333333333,-28
233,DOCS,tune,0,14,14,-1.0,-0.9333333333333333,-28
341,ISSUE_COMMENT,inherit,0,14,14,-1.0,-0.9333333333333333,-28
355,ISSUE_COMMENT,mainten,0,14,14,-1.0,-0.9333333333333333,-28
414,ISSUE_COMMENT,tune,0,14,14,-1.0,-0.9333333333333333,-28
212,DOCS,robust,2,21,23,-0.8260869565217391,-1.661401395195587,-30
292,ISSUE_COMMENT,assert,1,18,19,-0.8947368421052632,-1.4391751034759535,-30
179,DOCS,mask,0,15,15,-1.0,-0.9375,-30
230,DOCS,timeout,0,15,15,-1.0,-0.9375,-30
376,ISSUE_COMMENT,progress bar,0,15,15,-1.0,-0.9375,-30
560,WIKI,patch,0,15,15,-1.0,-0.9375,-30
567,WIKI,predict,0,15,15,-1.0,-0.9375,-30
570,WIKI,queue,0,15,15,-1.0,-0.9375,-30
101,CODE_COMMENT,timeout,1,19,20,-0.9,-1.4512690119085245,-32
271,ISSUE,progress bar,0,16,16,-1.0,-0.9411764705882353,-32
501,RELEASES,validat,0,16,16,-1.0,-0.9411764705882353,-32
576,WIKI,reliab,0,16,16,-1.0,-0.9411764705882353,-32
216,DOCS,safe,1,20,21,-0.9047619047619048,-1.462263474119953,-34
573,WIKI,redund,0,17,17,-1.0,-0.9444444444444444,-34
149,DOCS,efficient,12,54,66,-0.6363636363636364,-2.234744373334098,-36
120,DOCS,authenticat,4,30,34,-0.7647058823529411,-1.9384395920939033,-36
286,ISSUE_COMMENT,abort,1,21,22,-0.9090909090909091,-1.472301896139083,-36
397,ISSUE_COMMENT,sandbox,1,21,22,-0.9090909090909091,-1.472301896139083,-36
518,WIKI,clear,1,21,22,-0.9090909090909091,-1.472301896139083,-36
551,WIKI,learn,1,21,22,-0.9090909090909091,-1.472301896139083,-36
64,CODE_COMMENT,parameteriz,0,18,18,-1.0,-0.9473684210526315,-36
66,CODE_COMMENT,patch,0,18,18,-1.0,-0.9473684210526315,-36
